Stat,Type,Bths,SF,Stat Date,CDOM,Bds,Year,Month,Day,Agg_Average Days on Market,Agg_Average Percent of Last List Price,Agg_Average Percent of Last Original Price,Agg_Average Price Per Square Foot,Agg_Average Sales Price,Agg_Closed Sales,Agg_Homes for Sale,Agg_Median Days on Market,Agg_Median Percent of Last List Price,Agg_Median Percent of Last Original Price,Agg_Median Price Per Square Foot,Agg_Median Sales Price,Agg_Months Supply of Inventory (Closed),Agg_Months Supply of Inventory (Pending),Agg_New Listings,Agg_Pending Sales,Price_Per_SF,Total_Rooms,Bths_Bds_Ratio,Price_per_Bedroom,Log Price,Size Category_Large,Size Category_Medium,Size Category_Small,Category Number,Category Label
S,COND,1.0,695.0,2015-04-02,13.0,1,2015,4,2,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,267.62589928057554,2.0,1.0,186000.0,12.133501952695338,0.0,0.0,1.0,3,small
S,COND,1.0,932.0,2015-04-03,28.0,0,2015,4,3,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,407.6180257510729,1.0,1.0,379900.0,12.847663339175718,0.0,0.0,1.0,3,small
S,COND,1.0,531.0,2015-04-03,5.0,0,2015,4,3,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,367.2316384180791,1.0,1.0,195000.0,12.180754837545884,0.0,0.0,1.0,3,small
S,RESI,1.5,2180.0,2015-04-03,7.0,3,2015,4,3,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,277.5229357798165,4.5,0.5,201666.66666666663,13.312983737012978,1.0,0.0,0.0,1,large
S,COND,2.0,698.0,2015-04-06,5.0,2,2015,4,6,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,503.1518624641834,4.0,1.0,175600.0,12.7691111407431,0.0,0.0,1.0,3,small
S,RESI,1.0,2350.0,2015-04-06,5.0,3,2015,4,6,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,301.06382978723406,4.0,0.3333333333333333,235833.3333333333,13.46949290849953,1.0,0.0,0.0,1,large
S,COND,1.0,921.0,2015-04-06,8.0,2,2015,4,6,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,364.8208469055375,3.0,0.5,168000.0,12.72486643894534,0.0,0.0,1.0,3,small
S,COND,1.0,459.0,2015-04-06,4.0,0,2015,4,6,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,389.9782135076253,1.0,1.0,179000.0,12.095141084822892,0.0,0.0,1.0,3,small
S,RESI,2.75,1955.0,2015-04-07,3.0,4,2015,4,7,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,345.78005115089513,6.75,0.6875,169000.0,13.423948355025102,0.0,1.0,0.0,2,medium
S,COND,1.5,1164.0,2015-04-07,70.0,2,2015,4,7,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,341.49484536082474,3.5,0.75,198750.0,12.892950213076524,0.0,1.0,0.0,2,medium
S,RESI,1.75,2318.0,2015-04-07,18.0,4,2015,4,7,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,306.29853321829165,5.75,0.4375,177500.0,13.473020249017498,1.0,0.0,0.0,1,large
S,RESI,1.75,2160.0,2015-04-08,13.0,4,2015,4,8,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,328.7037037037037,5.75,0.4375,177500.0,13.473020249017498,1.0,0.0,0.0,1,large
S,RESI,2.25,1860.0,2015-04-08,3.0,3,2015,4,8,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,469.8924731182796,5.25,0.75,291333.3333333333,13.680835654637672,0.0,1.0,0.0,2,medium
S,RESI,3.25,1714.0,2015-04-09,14.0,3,2015,4,9,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,350.0583430571762,6.25,1.0833333333333333,200000.0,13.304684934198283,0.0,1.0,0.0,2,medium
S,RESI,2.0,1290.0,2015-04-09,56.0,5,2015,4,9,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,317.82945736434107,7.0,0.4,82000.0,12.92391243868049,0.0,1.0,0.0,2,medium
S,RESI,1.5,1140.0,2015-04-09,25.0,3,2015,4,9,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,628.0701754385965,4.5,0.5,238666.66666666663,13.481435445942784,0.0,1.0,0.0,2,medium
S,COND,2.5,2146.0,2015-04-09,190.0,3,2015,4,9,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,594.1286113699907,5.5,0.8333333333333334,425000.0,14.058456736574664,1.0,0.0,0.0,1,large
S,RESI,2.25,1550.0,2015-04-10,2.0,3,2015,4,10,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,367.741935483871,5.25,0.75,190000.0,13.253391639810731,0.0,1.0,0.0,2,medium
S,RESI,1.0,760.0,2015-04-10,147.0,1,2015,4,10,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,644.7368421052631,2.0,1.0,490000.0,13.102160670086809,0.0,0.0,1.0,3,small
S,RESI,2.25,1750.0,2015-04-11,5.0,3,2015,4,11,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,351.42857142857144,5.25,0.75,205000.0,13.329377546788654,0.0,1.0,0.0,2,medium
S,COND,1.0,639.0,2015-04-13,33.0,1,2015,4,13,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,414.7104851330204,2.0,1.0,265000.0,12.48748510496836,0.0,0.0,1.0,3,small
S,COND,2.0,1061.0,2015-04-13,60.0,2,2015,4,13,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,414.7031102733271,4.0,1.0,220000.0,12.994530005894443,0.0,1.0,0.0,2,medium
S,RESI,1.0,2300.0,2015-04-14,7.0,2,2015,4,14,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,308.69565217391306,3.0,0.5,355000.0,13.473020249017498,1.0,0.0,0.0,1,large
S,COND,1.75,1170.0,2015-04-14,1.0,2,2015,4,14,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,293.1623931623932,3.75,0.875,171500.0,12.745485726148075,0.0,1.0,0.0,2,medium
S,COND,1.0,796.0,2015-04-14,7.0,2,2015,4,14,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,329.77386934673365,3.0,0.5,131250.0,12.478006361013817,0.0,0.0,1.0,3,small
S,RESI,1.75,2180.0,2015-04-14,3.0,3,2015,4,14,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,316.42201834862385,4.75,0.5833333333333334,229933.3333333333,13.444156979484877,1.0,0.0,0.0,1,large
S,RESI,3.0,2420.0,2015-04-15,8.0,4,2015,4,15,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,342.97520661157023,7.0,0.75,207500.0,13.62918097977278,1.0,0.0,0.0,1,large
S,COND,2.0,1155.0,2015-04-15,4.0,2,2015,4,15,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,316.01731601731603,4.0,1.0,182500.0,12.80765263256463,0.0,1.0,0.0,2,medium
S,COND,2.0,1039.0,2015-04-15,5.0,2,2015,4,15,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,360.9239653512993,4.0,1.0,187500.0,12.834681304952548,0.0,1.0,0.0,2,medium
S,RESI,1.75,1550.0,2015-04-15,8.0,4,2015,4,15,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,359.8709677419355,5.75,0.4375,139450.0,13.231755754175524,0.0,1.0,0.0,2,medium
S,RESI,2.25,2429.0,2015-04-16,6.0,4,2015,4,16,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,354.8785508439687,6.25,0.5625,215500.0,13.66701054964583,1.0,0.0,0.0,1,large
S,COND,1.75,1448.0,2015-04-17,8.0,3,2015,4,17,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,293.50828729281767,4.75,0.5833333333333334,141666.66666666666,12.959844447906551,0.0,1.0,0.0,2,medium
S,RESI,2.0,2006.0,2015-04-17,22.0,3,2015,4,17,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,466.1016949152543,5.0,0.6666666666666666,311666.6666666667,13.748301808270824,1.0,0.0,0.0,1,large
S,RESI,2.5,2770.0,2015-04-17,7.0,5,2015,4,17,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,389.89169675090255,7.5,0.5,216000.0,13.892471599100402,1.0,0.0,0.0,1,large
S,RESI,2.25,1440.0,2015-04-17,5.0,2,2015,4,17,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,329.8611111111111,4.25,1.125,237500.0,13.071070083016778,0.0,1.0,0.0,2,medium
S,COND,1.75,1150.0,2015-04-17,1.0,2,2015,4,17,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,278.2608695652174,3.75,0.875,160000.0,12.676076274775909,0.0,1.0,0.0,2,medium
S,COND,1.0,810.0,2015-04-17,7.0,1,2015,4,17,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,460.4938271604938,2.0,1.0,373000.0,12.829333698625952,0.0,0.0,1.0,3,small
S,COND,1.5,909.0,2015-04-17,7.0,1,2015,4,17,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,528.0528052805281,2.5,1.5,480000.0,13.081541382884074,0.0,0.0,1.0,3,small
S,COND,1.0,770.0,2015-04-18,4.0,2,2015,4,18,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,467.53246753246754,3.0,0.5,180000.0,12.793859310432293,0.0,0.0,1.0,3,small
S,RESI,0.0,1640.0,2015-04-20,13.0,0,2015,4,20,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,1126.5243902439024,0.0,0.0,1847500.0,14.429343931804494,0.0,1.0,0.0,2,medium
S,RESI,2.5,2130.0,2015-04-20,15.0,3,2015,4,20,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,500.0,5.5,0.8333333333333334,355000.0,13.878485357125662,1.0,0.0,0.0,1,large
S,RESI,2.25,1715.0,2015-04-21,2.0,3,2015,4,21,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,367.3177842565598,5.25,0.75,209983.3333333333,13.353395730138775,0.0,1.0,0.0,2,medium
S,COND,1.0,485.0,2015-04-21,8.0,1,2015,4,21,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,462.8865979381444,2.0,1.0,224500.0,12.321630986164449,0.0,0.0,1.0,3,small
S,RESI,3.0,1549.0,2015-04-21,11.0,3,2015,4,21,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,422.85345384118784,6.0,1.0,218333.3333333333,13.39239051461739,0.0,1.0,0.0,2,medium
S,RESI,3.0,1549.0,2015-04-21,8.0,3,2015,4,21,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,419.59328599096193,6.0,1.0,216650.0,13.384650715836164,0.0,1.0,0.0,2,medium
S,RESI,1.5,2920.0,2015-04-21,7.0,3,2015,4,21,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,321.9178082191781,4.5,0.5,313333.3333333333,13.753635154246188,1.0,0.0,0.0,1,large
S,COND,2.0,1748.0,2015-04-22,8.0,2,2015,4,22,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,373.2837528604119,4.0,1.0,326250.0,13.388566418178986,0.0,1.0,0.0,2,medium
S,COND,1.5,1184.0,2015-04-22,25.0,2,2015,4,22,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,308.27702702702703,3.5,0.75,182500.0,12.80765263256463,0.0,1.0,0.0,2,medium
S,RESI,1.5,2856.0,2015-04-23,25.0,3,2015,4,23,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,319.296568627451,4.5,0.5,303970.3333333333,13.72329767657518,1.0,0.0,0.0,1,large
S,COND,2.0,1076.0,2015-04-23,8.0,2,2015,4,23,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,447.9553903345725,4.0,1.0,241000.0,13.085699393032735,0.0,1.0,0.0,2,medium
S,COND,1.0,910.0,2015-04-23,25.0,1,2015,4,23,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,242.8571428571429,2.0,1.0,221000.0,12.30591798049989,0.0,0.0,1.0,3,small
S,COND,1.5,987.0,2015-04-23,2.0,1,2015,4,23,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,420.46605876393113,2.5,1.5,415000.0,12.936033799212836,0.0,0.0,1.0,3,small
S,COND,1.75,1338.0,2015-04-23,9.0,2,2015,4,23,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,661.4349775784754,3.75,0.875,442500.0,13.693342923990066,0.0,1.0,0.0,2,medium
S,RESI,2.75,2710.0,2015-04-23,21.0,3,2015,4,23,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,410.3321033210332,5.75,0.9166666666666666,370666.6666666667,13.921670753792664,1.0,0.0,0.0,1,large
S,COND,1.0,745.0,2015-04-23,7.0,1,2015,4,23,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,502.0134228187919,2.0,1.0,374000.0,12.832011076396668,0.0,0.0,1.0,3,small
S,RESI,3.5,1450.0,2015-04-24,4.0,3,2015,4,24,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,379.3103448275862,6.5,1.1666666666666667,183333.3333333333,13.217673557208654,0.0,1.0,0.0,2,medium
S,COND,1.0,515.0,2015-04-24,9.0,0,2015,4,24,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,417.4757281553398,1.0,1.0,215000.0,12.2783933071098,0.0,0.0,1.0,3,small
S,COND,1.0,610.0,2015-04-24,7.0,1,2015,4,24,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,408.1967213114754,2.0,1.0,249000.0,12.425208175446844,0.0,0.0,1.0,3,small
S,COND,1.75,1812.0,2015-04-24,4.0,2,2015,4,24,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,593.2671081677704,3.75,0.875,537500.0,13.8878312195439,0.0,1.0,0.0,2,medium
S,COND,1.0,580.0,2015-04-27,45.0,1,2015,4,27,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,543.1034482758621,2.0,1.0,315000.0,12.66032791780777,0.0,0.0,1.0,3,small
S,RESI,2.25,2890.0,2015-04-28,15.0,3,2015,4,28,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,256.0553633217993,5.25,0.75,246666.66666666663,13.514405465180351,1.0,0.0,0.0,1,large
S,RESI,2.5,1623.0,2015-04-28,13.0,3,2015,4,28,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,504.0049291435613,5.5,0.8333333333333334,272666.6666666667,13.614617615584883,0.0,1.0,0.0,2,medium
S,RESI,2.0,2340.0,2015-04-28,4.0,4,2015,4,28,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,302.56410256410254,6.0,0.5,177000.0,13.470199372675856,1.0,0.0,0.0,1,large
S,COND,1.75,1188.0,2015-04-28,7.0,2,2015,4,28,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,368.6868686868687,3.75,0.875,219000.0,12.989974189358584,0.0,1.0,0.0,2,medium
S,COND,1.75,1479.0,2015-04-28,9.0,3,2015,4,28,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,422.5828262339418,4.75,0.5833333333333334,208333.3333333333,13.34550692871854,0.0,1.0,0.0,2,medium
S,COND,1.0,592.0,2015-04-28,7.0,1,2015,4,28,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,290.5405405405405,2.0,1.0,172000.0,12.05524975579559,0.0,0.0,1.0,3,small
S,COND,2.0,1201.0,2015-04-28,54.0,3,2015,4,28,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,378.8509575353872,5.0,0.6666666666666666,151666.66666666666,13.028052697933088,0.0,1.0,0.0,2,medium
S,COND,2.0,1117.0,2015-04-28,4.0,2,2015,4,28,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,420.7699194270367,4.0,1.0,235000.0,13.06048797368624,0.0,1.0,0.0,2,medium
S,RESI,1.5,1230.0,2015-04-29,74.0,2,2015,4,29,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,398.3739837398374,3.5,0.75,245000.0,13.102160670086809,0.0,1.0,0.0,2,medium
S,COND,1.5,1230.0,2015-04-29,74.0,2,2015,4,29,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,398.3739837398374,3.5,0.75,245000.0,13.102160670086809,0.0,1.0,0.0,2,medium
S,RESI,3.0,2813.0,2015-04-29,7.0,4,2015,4,29,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,337.71773906861,7.0,0.75,237500.0,13.764217263576723,1.0,0.0,0.0,1,large
S,COND,1.75,1300.0,2015-04-29,11.0,2,2015,4,29,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,638.4615384615385,3.75,0.875,415000.0,13.62918097977278,0.0,1.0,0.0,2,medium
S,COND,1.0,829.0,2015-04-29,135.0,1,2015,4,29,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,193.00361881785284,2.0,1.0,160000.0,11.982929094215963,0.0,0.0,1.0,3,small
S,COND,2.0,1508.0,2015-04-29,1.0,2,2015,4,29,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,378.2294429708223,4.0,1.0,285185.0,13.254040552028668,0.0,1.0,0.0,2,medium
S,COND,2.25,2307.0,2015-04-30,105.0,3,2015,4,30,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,726.0511486779367,5.25,0.75,558333.3333333334,14.331323723241304,1.0,0.0,0.0,1,large
S,RESI,3.25,1714.0,2015-04-30,6.0,3,2015,4,30,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,414.35239206534425,6.25,1.0833333333333333,236733.3333333333,13.473301899491124,0.0,1.0,0.0,2,medium
S,COND,1.0,769.0,2015-04-30,6.0,1,2015,4,30,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,453.8361508452536,2.0,1.0,349000.0,12.762827201184564,0.0,0.0,1.0,3,small
S,COND,1.0,742.0,2015-04-30,2.0,2,2015,4,30,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,404.3126684636119,3.0,0.5,150000.0,12.611537753638338,0.0,0.0,1.0,3,small
S,COND,2.25,1477.0,2015-04-30,1.0,2,2015,4,30,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,333.7846987136087,4.25,1.125,246500.0,13.108264453024828,0.0,1.0,0.0,2,medium
S,RESI,1.75,2740.0,2015-04-30,129.0,5,2015,4,30,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,330.2919708029197,6.75,0.35,181000.0,13.715690222682063,1.0,0.0,0.0,1,large
S,COND,1.75,1061.0,2015-04-30,6.0,2,2015,4,30,27.0,1.02,1.012,378.0,658402.0,288.0,128.0,8.0,1.0,1.0,369.0,563900.0,1.3,1.3,398.0,342.0,452.4033930254477,3.75,0.875,240000.0,13.081541382884074,0.0,1.0,0.0,2,medium
S,COND,2.0,823.0,2015-05-01,8.0,2,2015,5,1,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,376.67071688942895,4.0,1.0,155000.0,12.644327576461327,0.0,0.0,1.0,3,small
S,RESI,2.5,2580.0,2015-05-01,9.0,4,2015,5,1,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,383.72093023255815,6.5,0.625,247500.0,13.805460222110773,1.0,0.0,0.0,1,large
S,RESI,2.25,2623.0,2015-05-01,8.0,3,2015,5,1,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,373.0461303850553,5.25,0.75,326166.6666666667,13.793776065818268,1.0,0.0,0.0,1,large
S,COND,0.0,932.0,2015-05-01,9.0,1,2015,5,1,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,262.8755364806867,1.0,0.0,245000.0,12.409013489526863,0.0,0.0,1.0,3,small
S,RESI,3.5,2590.0,2015-05-01,7.0,4,2015,5,1,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,477.2200772200772,7.5,0.875,309000.0,14.027390916999773,1.0,0.0,0.0,1,large
S,RESI,2.5,1940.0,2015-05-01,7.0,3,2015,5,1,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,415.97938144329896,5.5,0.8333333333333334,269000.0,13.601078947252086,0.0,1.0,0.0,2,medium
S,RESI,1.75,1540.0,2015-05-01,6.0,2,2015,5,1,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,389.6103896103896,3.75,0.875,300000.0,13.304684934198283,0.0,1.0,0.0,2,medium
S,COND,1.0,553.0,2015-05-01,9.0,0,2015,5,1,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,370.70524412296567,1.0,1.0,205000.0,12.230765258120543,0.0,0.0,1.0,3,small
S,COND,1.75,1275.0,2015-05-01,120.0,2,2015,5,1,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,509.0196078431373,3.75,0.875,324500.0,13.383187995686226,0.0,1.0,0.0,2,medium
S,RESI,2.75,2320.0,2015-05-02,2.0,3,2015,5,2,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,334.05172413793105,5.75,0.9166666666666666,258333.3333333333,13.560618308335483,1.0,0.0,0.0,1,large
S,RESI,2.75,2260.0,2015-05-02,6.0,3,2015,5,2,22.0,1.023,1.015,386.0,675420.0,338.0,130.0,8.0,1.0,1.0,379.0,585000.0,1.3,1.3,475.0,420.0,311.94690265486724,5.75,0.9166666666666666,235000.0,13.465953081794405,1.0,0.0,0.0,1,large
