Stat,Type,Bths,SF,Stat Date,CDOM,Bds,Year,Month,Day,Agg_Average Days on Market,Agg_Average Percent of Last List Price,Agg_Average Percent of Last Original Price,Agg_Average Price Per Square Foot,Agg_Average Sales Price,Agg_Closed Sales,Agg_Homes for Sale,Agg_Median Days on Market,Agg_Median Percent of Last List Price,Agg_Median Percent of Last Original Price,Agg_Median Price Per Square Foot,Agg_Median Sales Price,Agg_Months Supply of Inventory (Closed),Agg_Months Supply of Inventory (Pending),Agg_New Listings,Agg_Pending Sales,Price_Per_SF,Total_Rooms,Bths_Bds_Ratio,Price_per_Bedroom,Log Price,Size Category_Large,Size Category_Medium,Size Category_Small,Category Number,Category Label
S,COND,2.0,1633.0,2019-12-19,10.0,2,2019,12,19,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,520.514390691978,4.0,1.0,425000.0,13.652991628466498,0.0,1.0,0.0,2,medium
S,RESI,2.25,1790.0,2019-12-20,148.0,3,2019,12,20,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,488.8268156424581,5.25,0.75,291666.6666666667,13.681979165339753,0.0,1.0,0.0,2,medium
S,COND,1.75,1041.0,2019-12-20,10.0,2,2019,12,20,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,624.3996157540826,3.75,0.875,325000.0,13.38472764187182,0.0,1.0,0.0,2,medium
S-UL,RESI,2.5,2520.0,2019-12-20,,3,2019,12,20,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,600.218253968254,5.5,0.8333333333333334,504183.3333333333,14.229307526191974,1.0,0.0,0.0,1,large
S,RESI,1.75,1800.0,2019-12-20,57.0,3,2019,12,20,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,422.22222222222223,4.75,0.5833333333333334,253333.3333333333,13.541073712262516,0.0,1.0,0.0,2,medium
S,COND,1.5,960.0,2019-12-20,47.0,2,2019,12,20,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,627.6041666666666,3.5,0.75,301250.0,13.308842944346948,0.0,0.0,1.0,3,small
S,RESI,2.75,2240.0,2019-12-20,52.0,4,2019,12,20,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,455.3571428571428,6.75,0.6875,255000.0,13.835313185260452,1.0,0.0,0.0,1,large
S,RESI,2.5,2520.0,2019-12-20,19.0,4,2019,12,20,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,531.7460317460317,6.5,0.625,335000.0,14.108180171927094,1.0,0.0,0.0,1,large
S,RESI,2.25,1380.0,2019-12-21,4.0,3,2019,12,21,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,612.3188405797101,5.25,0.75,281666.6666666667,13.64709190633931,0.0,1.0,0.0,2,medium
S,RESI,1.75,2230.0,2019-12-23,22.0,4,2019,12,23,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,388.78923766816143,5.75,0.4375,216750.0,13.672794255762678,1.0,0.0,0.0,1,large
S,RESI,2.25,1700.0,2019-12-23,57.0,3,2019,12,23,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,529.9529411764706,5.25,0.75,300306.6666666667,13.711171742415315,0.0,1.0,0.0,2,medium
S,COND,1.0,750.0,2019-12-23,136.0,1,2019,12,23,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,393.3333333333333,2.0,1.0,295000.0,12.594730635321955,0.0,0.0,1.0,3,small
S,COND,1.75,1156.0,2019-12-23,7.0,2,2019,12,23,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,415.2249134948097,3.75,0.875,240000.0,13.081541382884074,0.0,1.0,0.0,2,medium
S,COND,1.0,553.0,2019-12-23,44.0,0,2019,12,23,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,596.745027124774,1.0,1.0,330000.0,12.706847933442663,0.0,0.0,1.0,3,small
S,COND,1.0,745.0,2019-12-26,182.0,1,2019,12,26,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,604.0268456375838,2.0,1.0,450000.0,13.017002861746503,0.0,0.0,1.0,3,small
S,RESI,2.0,1304.0,2019-12-26,3.0,2,2019,12,26,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,549.8466257668712,4.0,1.0,358500.0,13.482831119581755,0.0,1.0,0.0,2,medium
S,COND,1.0,911.0,2019-12-27,66.0,2,2019,12,27,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,488.4742041712404,3.0,0.5,222500.0,13.005829561148378,0.0,0.0,1.0,3,small
S,COND,1.75,1178.0,2019-12-27,14.0,2,2019,12,27,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,488.11544991511033,3.75,0.875,287500.0,13.262125319779487,0.0,1.0,0.0,2,medium
S,COND,1.0,692.0,2019-12-30,10.0,1,2019,12,30,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,592.485549132948,2.0,1.0,410000.0,12.92391243868049,0.0,0.0,1.0,3,small
S,COND,2.0,987.0,2019-12-30,169.0,2,2019,12,30,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,553.1914893617021,4.0,1.0,273000.0,13.210374254727045,0.0,0.0,1.0,3,small
S,RESI,1.75,1107.0,2019-12-30,75.0,2,2019,12,30,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,618.7895212285456,3.75,0.875,342500.0,13.437174117244362,0.0,1.0,0.0,2,medium
S,COND,1.0,993.0,2019-12-30,34.0,1,2019,12,30,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,372.6082578046325,2.0,1.0,370000.0,12.821258284620408,0.0,0.0,1.0,3,small
S,RESI,2.0,1210.0,2019-12-31,21.0,2,2019,12,31,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,603.305785123967,4.0,1.0,365000.0,13.500799813124576,0.0,1.0,0.0,2,medium
S,COND,1.0,726.0,2019-12-31,9.0,2,2019,12,31,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,488.9807162534435,3.0,0.5,177500.0,12.779873068457553,0.0,0.0,1.0,3,small
S,RESI,3.25,2590.0,2019-12-31,5.0,4,2019,12,31,39.0,0.984,0.963,516.0,1056201.0,265.0,177.0,18.0,0.989,0.972,508.0,865000.0,1.9,1.9,223.0,216.0,550.1930501930502,7.25,0.8125,356250.0,14.169682371684887,1.0,0.0,0.0,1,large
S,COND,1.0,602.0,2020-01-02,56.0,1,2020,1,2,42.0,0.985,0.961,514.0,992444.0,221.0,131.0,23.0,0.991,0.972,495.0,850000.0,1.4,1.4,177.0,210.0,577.2425249169435,2.0,1.0,347500.0,12.758519943986984,0.0,0.0,1.0,3,small
S,RESI,2.25,1570.0,2020-01-03,55.0,3,2020,1,3,42.0,0.985,0.961,514.0,992444.0,221.0,131.0,23.0,0.991,0.972,495.0,850000.0,1.4,1.4,177.0,210.0,691.0828025477707,5.25,0.75,361666.6666666667,13.897090544956695,0.0,1.0,0.0,2,medium
S-UL,RESI,0.0,2120.0,2020-01-06,,0,2020,1,6,42.0,0.985,0.961,514.0,992444.0,221.0,131.0,23.0,0.991,0.972,495.0,850000.0,1.4,1.4,177.0,210.0,404.4811320754717,0.0,0.0,857500.0,13.661776458022231,1.0,0.0,0.0,1,large
S,RESI,2.0,2990.0,2020-01-07,143.0,3,2020,1,7,42.0,0.985,0.961,514.0,992444.0,221.0,131.0,23.0,0.991,0.972,495.0,850000.0,1.4,1.4,177.0,210.0,424.74916387959865,5.0,0.6666666666666666,423333.3333333333,14.054527458434777,1.0,0.0,0.0,1,large
S,RESI,2.0,1559.0,2020-01-10,155.0,3,2020,1,10,42.0,0.985,0.961,514.0,992444.0,221.0,131.0,23.0,0.991,0.972,495.0,850000.0,1.4,1.4,177.0,210.0,531.109685695959,5.0,0.6666666666666666,276000.0,13.626768433367396,0.0,1.0,0.0,2,medium
S-UL,RESI,2.5,2740.0,2020-05-19,,4,2020,5,19,24.0,1.006,0.995,550.0,1013908.0,218.0,183.0,7.0,1.0,1.0,535.0,905000.0,1.9,2.0,405.0,258.0,443.06569343065695,6.5,0.625,303500.0,14.00943125060158,1.0,0.0,0.0,1,large
S,RESI,1.75,1695.0,2020-10-01,2.0,3,2020,10,1,25.0,1.006,0.994,569.0,1053942.0,418.0,313.0,9.0,1.0,1.0,546.0,892000.0,3.3,3.2,651.0,409.0,539.8230088495575,4.75,0.5833333333333334,305000.0,13.726679344257658,0.0,1.0,0.0,2,medium
S,RESI,2.5,2850.0,2011-08-02,17.0,3,2011,8,2,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,287.719298245614,5.5,0.8333333333333334,273333.3333333333,13.617059619240436,1.0,0.0,0.0,1,large
S,RESI,1.5,1890.0,2011-08-02,3.0,2,2011,8,2,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,301.5873015873016,3.5,0.75,285000.0,13.253391639810731,0.0,1.0,0.0,2,medium
S,RESI,1.0,2360.0,2011-08-03,3.0,2,2011,8,3,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,181.14406779661016,3.0,0.5,213750.0,12.965709567358951,1.0,0.0,0.0,1,large
S,RESI,1.0,2180.0,2011-08-04,1.0,2,2011,8,4,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,168.78440366972478,3.0,0.5,183975.0,12.815702338354743,1.0,0.0,0.0,1,large
S,RESI,2.0,2170.0,2011-08-05,6.0,4,2011,8,5,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,248.82488479262676,6.0,0.5,134987.5,13.199231821660906,1.0,0.0,0.0,1,large
S,COND,2.0,1543.0,2011-08-05,97.0,3,2011,8,5,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,202.10628645495788,5.0,0.6666666666666666,103950.0,12.650277581954269,0.0,1.0,0.0,2,medium
S,COND,1.0,1025.0,2011-08-05,1019.0,2,2011,8,5,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,243.90243902439025,3.0,0.5,125000.0,12.429216196844385,0.0,1.0,0.0,2,medium
S,COND,2.5,2164.0,2011-08-06,4.0,3,2011,8,6,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,444.0850277264325,5.5,0.8333333333333334,320333.3333333333,13.77572968795243,1.0,0.0,0.0,1,large
S,COND,1.75,890.0,2011-08-08,7.0,2,2011,8,8,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,202.24719101123597,3.75,0.875,90000.0,12.100712129872347,0.0,0.0,1.0,3,small
S,COND,2.0,1404.0,2011-08-08,65.0,2,2011,8,8,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,306.2678062678063,4.0,1.0,215000.0,12.971540487669746,0.0,1.0,0.0,2,medium
S,RESI,2.0,2020.0,2011-08-08,7.0,4,2011,8,8,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,314.35643564356434,6.0,0.5,158750.0,13.36138027787483,1.0,0.0,0.0,1,large
S,RESI,1.5,1780.0,2011-08-08,13.0,2,2011,8,8,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,247.19101123595505,3.5,0.75,220000.0,12.994530005894443,0.0,1.0,0.0,2,medium
S,COND,1.0,945.0,2011-08-09,245.0,2,2011,8,9,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,243.3862433862434,3.0,0.5,115000.0,12.345834587905332,0.0,0.0,1.0,3,small
S,COND,1.75,1230.0,2011-08-09,241.0,3,2011,8,9,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,227.2357723577236,4.75,0.5833333333333334,93166.66666666669,12.540757571577291,0.0,1.0,0.0,2,medium
S,RESI,1.75,1820.0,2011-08-10,4.0,3,2011,8,10,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,329.6703296703297,4.75,0.5833333333333334,200000.0,13.304684934198283,0.0,1.0,0.0,2,medium
S,RESI,1.75,2170.0,2011-08-10,12.0,2,2011,8,10,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,198.389400921659,3.75,0.875,215252.5,12.972714217184334,1.0,0.0,0.0,1,large
S,RESI,1.0,900.0,2011-08-11,300.0,2,2011,8,11,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,397.77777777777777,3.0,0.5,179000.0,12.788288265382835,0.0,0.0,1.0,3,small
S,COND,1.75,2000.0,2011-08-12,132.0,2,2011,8,12,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,347.5,3.75,0.875,347500.0,13.45166712454693,0.0,1.0,0.0,2,medium
S,COND,1.0,546.0,2011-08-12,14.0,1,2011,8,12,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,219.78021978021977,2.0,1.0,120000.0,11.695247021764184,0.0,0.0,1.0,3,small
S,RESI,2.5,2980.0,2011-08-13,411.0,5,2011,8,13,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,199.66442953020132,7.5,0.5,119000.0,13.296316684527769,1.0,0.0,0.0,1,large
S,RESI,2.25,2760.0,2011-08-14,5.0,3,2011,8,14,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,126.81159420289856,5.25,0.75,116666.66666666669,12.765688433465597,1.0,0.0,0.0,1,large
S,RESI,2.5,2470.0,2011-08-15,4.0,3,2011,8,15,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,208.502024291498,5.5,0.8333333333333334,171666.66666666666,13.151922179645874,1.0,0.0,0.0,1,large
S,COND,1.75,1107.0,2011-08-16,51.0,2,2011,8,16,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,582.6558265582656,3.75,0.875,322500.0,13.37700559577791,0.0,1.0,0.0,2,medium
S,COND,1.0,697.0,2011-08-17,134.0,0,2011,8,17,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,243.90243902439025,1.0,1.0,170000.0,12.0435537160324,0.0,0.0,1.0,3,small
S,RESI,3.0,2260.0,2011-08-17,32.0,3,2011,8,17,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,227.8761061946903,6.0,1.0,171666.66666666666,13.151922179645874,1.0,0.0,0.0,1,large
S,COND,1.0,716.0,2011-08-18,58.0,1,2011,8,18,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,178.7709497206704,2.0,1.0,128000.0,11.759785542901756,0.0,0.0,1.0,3,small
S,COND,2.0,974.0,2011-08-18,110.0,2,2011,8,18,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,410.6776180698152,4.0,1.0,200000.0,12.89921982609012,0.0,0.0,1.0,3,small
S,COND,1.0,652.0,2011-08-18,130.0,1,2011,8,18,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,255.3680981595092,2.0,1.0,166500.0,12.022750588402635,0.0,0.0,1.0,3,small
S,RESI,1.75,2400.0,2011-08-19,14.0,3,2011,8,19,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,200.0,4.75,0.5833333333333334,160000.0,13.081541382884074,1.0,0.0,0.0,1,large
S,RESI,2.25,1780.0,2011-08-19,45.0,3,2011,8,19,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,328.65168539325845,5.25,0.75,195000.0,13.279367126213993,0.0,1.0,0.0,2,medium
S,RESI,3.25,2820.0,2011-08-19,37.0,3,2011,8,19,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,228.36879432624116,6.25,1.0833333333333333,214666.66666666663,13.37545400508649,1.0,0.0,0.0,1,large
S,COND,1.0,305.0,2011-08-20,116.0,0,2011,8,20,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,390.0,1.0,1.0,118950.0,11.686458515731104,0.0,0.0,1.0,3,small
S,RESI,3.25,2640.0,2011-08-21,21.0,4,2011,8,21,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,295.45454545454544,7.25,0.8125,195000.0,13.567049198665774,1.0,0.0,0.0,1,large
S,RESI,1.0,1172.0,2011-08-22,109.0,2,2011,8,22,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,337.03071672354946,3.0,0.5,197500.0,12.88664104388326,0.0,1.0,0.0,2,medium
S,COND,2.0,1030.0,2011-08-22,30.0,2,2011,8,22,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,271.8446601941748,4.0,1.0,140000.0,12.542544882151386,0.0,1.0,0.0,2,medium
S,COND,1.0,561.0,2011-08-23,11.0,1,2011,8,23,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,176.270944741533,2.0,1.0,98888.0,11.50174317556766,0.0,0.0,1.0,3,small
S,COND,1.0,925.0,2011-08-23,31.0,2,2011,8,23,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,335.1351351351352,3.0,0.5,155000.0,12.644327576461327,0.0,0.0,1.0,3,small
S,COND,2.0,922.0,2011-08-23,67.0,2,2011,8,23,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,360.6290672451193,4.0,1.0,166250.0,12.714395139078048,0.0,0.0,1.0,3,small
S,RESI,3.0,2920.0,2011-08-23,79.0,5,2011,8,23,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,193.4931506849315,8.0,0.6,113000.0,13.244581010128575,1.0,0.0,0.0,1,large
S,RESI,2.0,2950.0,2011-08-23,12.0,4,2011,8,23,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,231.1864406779661,6.0,0.5,170500.0,13.432784936825598,1.0,0.0,0.0,1,large
S,COND,2.25,1511.0,2011-08-24,148.0,2,2011,8,24,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,284.5797485109199,4.25,1.125,215000.0,12.971540487669746,0.0,1.0,0.0,2,medium
S,RESI,2.0,1770.0,2011-08-24,3.0,4,2011,8,24,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,265.5367231638418,6.0,0.5,117500.0,13.06048797368624,0.0,1.0,0.0,2,medium
S,RESI,1.0,1500.0,2011-08-25,68.0,3,2011,8,25,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,264.6333333333333,4.0,0.3333333333333333,132316.66666666666,12.89156560715326,0.0,1.0,0.0,2,medium
S,COND,1.0,590.0,2011-08-25,268.0,1,2011,8,25,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,213.5593220338983,2.0,1.0,126000.0,11.744037185933616,0.0,0.0,1.0,3,small
S,RESI,1.75,2120.0,2011-08-26,6.0,4,2011,8,26,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,254.6933962264151,5.75,0.4375,134987.5,13.199231821660906,1.0,0.0,0.0,1,large
S,COND,2.25,1110.0,2011-08-26,63.0,2,2011,8,26,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,306.3063063063063,4.25,1.125,170000.0,12.736700896592344,0.0,1.0,0.0,2,medium
S,RESI,1.0,2510.0,2011-08-26,99.0,3,2011,8,26,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,207.17131474103584,4.0,0.3333333333333333,173333.33333333334,13.16158409055761,1.0,0.0,0.0,1,large
S,COND,1.75,1127.0,2011-08-27,3.0,2,2011,8,27,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,375.3327417923691,3.75,0.875,211500.0,12.955127458028414,0.0,1.0,0.0,2,medium
S,RESI,1.0,2170.0,2011-08-28,68.0,4,2011,8,28,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,142.85714285714286,5.0,0.25,77500.0,12.644327576461327,1.0,0.0,0.0,1,large
S,COND,1.75,736.0,2011-08-29,280.0,2,2011,8,29,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,244.56521739130437,3.75,0.875,90000.0,12.100712129872347,0.0,0.0,1.0,3,small
S,RESI,2.5,2640.0,2011-08-29,362.0,4,2011,8,29,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,151.5151515151515,6.5,0.625,100000.0,12.89921982609012,1.0,0.0,0.0,1,large
S,COND,1.0,629.0,2011-08-29,22.0,1,2011,8,29,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,190.77901430842607,2.0,1.0,120000.0,11.695247021764184,0.0,0.0,1.0,3,small
S,RESI,1.75,1920.0,2011-08-30,3.0,3,2011,8,30,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,299.4791666666667,4.75,0.5833333333333334,191666.66666666663,13.262125319779487,0.0,1.0,0.0,2,medium
S,RESI,1.0,1560.0,2011-08-30,5.0,2,2011,8,30,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,253.84615384615384,3.0,0.5,198000.0,12.889169490236618,0.0,1.0,0.0,2,medium
S,COND,1.0,760.0,2011-08-30,52.0,1,2011,8,30,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,184.21052631578948,2.0,1.0,140000.0,11.84939770159144,0.0,0.0,1.0,3,small
S,RESI,3.0,2800.0,2011-08-31,165.0,3,2011,8,31,69.0,0.969,0.931,267.0,516955.0,226.0,441.0,29.0,0.977,0.955,254.0,442500.0,6.8,6.8,375.0,224.0,340.0,6.0,1.0,317333.3333333333,13.766320313773502,1.0,0.0,0.0,1,large
S,COND,1.75,1088.0,2011-09-01,56.0,2,2011,9,1,67.0,0.966,0.928,268.0,545592.0,209.0,425.0,34.0,0.976,0.951,254.0,470000.0,6.6,6.5,339.0,204.0,312.5,3.75,0.875,170000.0,12.736700896592344,0.0,1.0,0.0,2,medium
S,RESI,1.75,2060.0,2011-09-01,360.0,3,2011,9,1,67.0,0.966,0.928,268.0,545592.0,209.0,425.0,34.0,0.976,0.951,254.0,470000.0,6.6,6.5,339.0,204.0,216.01941747572812,4.75,0.5833333333333334,148333.33333333334,13.005829561148378,1.0,0.0,0.0,1,large
S,RESI,3.0,2420.0,2011-09-01,174.0,4,2011,9,1,67.0,0.966,0.928,268.0,545592.0,209.0,425.0,34.0,0.976,0.951,254.0,470000.0,6.6,6.5,339.0,204.0,246.2603305785124,7.0,0.75,148987.5,13.297912049910854,1.0,0.0,0.0,1,large
S,COND,1.75,1485.0,2011-09-03,318.0,2,2011,9,3,67.0,0.966,0.928,268.0,545592.0,209.0,425.0,34.0,0.976,0.951,254.0,470000.0,6.6,6.5,339.0,204.0,333.3333333333333,3.75,0.875,247500.0,13.112313041550829,0.0,1.0,0.0,2,medium
