Date,Average Days on Market,Average Percent of Last List Price,Average Percent of Last Original Price,Average Price Per Square Foot,Average Sales Price,Closed Sales,Homes for Sale,Median Days on Market,Median Percent of Last List Price,Median Percent of Last Original Price,Median Price Per Square Foot,Median Sales Price,Months Supply of Inventory (Closed),Months Supply of Inventory (Pending),New Listings,Pending Sales
2011-10-01,0.6835443037974683,0.139344262295082,0.08860759493670933,0.014251781472684133,0.03215193509908132,0.21078431372549022,0.5719063545150501,0.53125,0.22222222222222143,0.1016949152542379,0.0,0.07189542483660138,0.5267857142857144,0.5277777777777778,0.2763636363636364,0.21250000000000002
2011-11-01,0.6962025316455697,0.139344262295082,0.08860759493670933,0.0071258907363420665,0.06792987802974004,0.1764705882352941,0.5451505016722408,0.6875,0.22222222222222143,0.05084745762711851,0.004784688995215225,0.04444444444444451,0.49999999999999994,0.5092592592592593,0.24181818181818188,0.14750000000000002
2011-12-01,0.7088607594936709,0.15573770491803263,0.075949367088608,0.0,0.006430137208735975,0.16176470588235292,0.4949832775919733,0.671875,0.27160493827160437,0.042372881355932535,0.0,0.0,0.45535714285714285,0.4629629629629629,0.14,0.14500000000000002
2012-01-01,0.6708860759493671,0.17213114754098324,0.08227848101265867,0.004750593824228044,0.016872240368221547,0.1568627450980392,0.44648829431438125,0.578125,0.283950617283951,0.20338983050847492,0.021531100478468845,0.02614379084967322,0.4107142857142857,0.4259259259259259,0.10909090909090913,0.14500000000000002
2012-02-01,0.620253164556962,0.17213114754098324,0.10759493670886133,0.002375296912114022,0.007269502438780662,0.12254901960784315,0.411371237458194,0.515625,0.2592592592592595,0.20338983050847492,0.014354066985645897,0.05228758169934644,0.3839285714285714,0.3888888888888889,0.16000000000000003,0.21500000000000002
2012-03-01,0.6582278481012659,0.23770491803278748,0.17721518987341867,0.0071258907363420665,0.041275035754210876,0.12745098039215685,0.40468227424749165,0.375,0.283950617283951,0.2966101694915251,0.01674641148325351,0.09738562091503267,0.3839285714285714,0.3796296296296296,0.33454545454545453,0.33749999999999997
2012-04-01,0.6582278481012659,0.30327868852458995,0.2911392405063289,0.04750593824228033,0.06371306699308654,0.28431372549019607,0.40301003344481606,0.3125,0.37037037037037024,0.3983050847457621,0.04784688995215303,0.08496732026143794,0.3839285714285714,0.36111111111111116,0.44363636363636366,0.51
2012-05-01,0.5443037974683544,0.30327868852458995,0.3101265822784809,0.05938242280285033,0.06573778579948919,0.44362745098039214,0.40468227424749165,0.21875,0.40740740740740655,0.43220338983050777,0.06459330143540665,0.11045751633986933,0.375,0.3518518518518518,0.530909090909091,0.6000000000000001
2012-06-01,0.49367088607594944,0.31147540983606614,0.33544303797468356,0.061757719714964354,0.033161171863778094,0.5661764705882353,0.3996655518394649,0.1875,0.432098765432098,0.43220338983050777,0.06937799043062198,0.09398692810457521,0.34821428571428575,0.3333333333333333,0.48000000000000004,0.5700000000000001
2012-07-01,0.44303797468354433,0.2950819672131155,0.3481012658227849,0.05700712589073631,0.0213551002054696,0.5588235294117647,0.3996655518394649,0.15625,0.44444444444444464,0.45762711864406835,0.06937799043062198,0.09542483660130718,0.33035714285714285,0.32407407407407407,0.44181818181818183,0.46249999999999997
2012-08-01,0.44303797468354433,0.32786885245901676,0.35443037974683556,0.052256532066508266,0.0,0.5147058823529411,0.3896321070234114,0.109375,0.4691358024691361,0.491525423728814,0.06459330143540665,0.07189542483660138,0.3125,0.3055555555555555,0.36181818181818187,0.41750000000000004
2012-09-01,0.4303797468354431,0.31147540983606614,0.33544303797468356,0.05938242280285033,0.033089975705872465,0.4362745098039216,0.38461538461538464,0.125,0.44444444444444464,0.508474576271186,0.06937799043062198,0.09542483660130718,0.30357142857142855,0.3055555555555555,0.3690909090909091,0.36500000000000005
2012-10-01,0.45569620253164556,0.28688524590163933,0.3037974683544302,0.04988123515439424,0.042116899095059335,0.37254901960784315,0.36120401337792646,0.140625,0.432098765432098,0.48305084745762716,0.045454545454545414,0.08823529411764708,0.2767857142857143,0.2777777777777778,0.3054545454545455,0.35500000000000004
2012-11-01,0.4683544303797469,0.28688524590163933,0.3101265822784809,0.04988123515439424,0.06956489155076473,0.3308823529411765,0.3277591973244147,0.1875,0.432098765432098,0.46610169491525344,0.045454545454545414,0.08660130718954251,0.25,0.25,0.23272727272727273,0.27999999999999997
2012-12-01,0.5063291139240507,0.2540983606557381,0.29746835443037956,0.04750593824228033,0.06258017374360647,0.2867647058823529,0.27257525083612044,0.265625,0.37037037037037024,0.38135593220339015,0.03588516746411474,0.07189542483660138,0.20535714285714285,0.21296296296296297,0.056363636363636394,0.2025
2013-01-01,0.5443037974683544,0.2540983606557381,0.2848101265822782,0.0665083135391924,0.07946365561044466,0.24264705882352944,0.23244147157190637,0.375,0.3580246913580236,0.35593220338982956,0.06459330143540665,0.14117647058823535,0.17857142857142858,0.18518518518518517,0.056363636363636394,0.1775
2013-02-01,0.5443037974683544,0.2540983606557381,0.3481012658227849,0.09026128266033251,0.06541303139500754,0.18872549019607843,0.21571906354515052,0.265625,0.3580246913580236,0.43220338983050777,0.09808612440191378,0.15620915032679739,0.16964285714285712,0.16666666666666663,0.13454545454545458,0.235
2013-03-01,0.5189873417721519,0.3360655737704912,0.4050632911392409,0.08788598574821849,0.05763016718606562,0.22549019607843135,0.22240802675585286,0.109375,0.40740740740740655,0.5423728813559316,0.1004784688995215,0.12998692810457524,0.16964285714285712,0.17592592592592593,0.37818181818181823,0.44
2013-04-01,0.3924050632911392,0.45081967213114726,0.518987341772152,0.1330166270783848,0.054240230825438274,0.375,0.24247491638795987,0.03125,0.5555555555555554,0.6694915254237293,0.13157894736842102,0.12254901960784315,0.17857142857142858,0.18518518518518517,0.5254545454545454,0.5874999999999999
2013-05-01,0.30379746835443033,0.4672131147540979,0.5253164556962027,0.13064133016627077,0.08259878466909398,0.5612745098039216,0.2608695652173913,0.03125,0.5555555555555554,0.6694915254237293,0.13636363636363635,0.1496732026143791,0.1875,0.19444444444444442,0.5818181818181818,0.6575
2013-06-01,0.2278481012658228,0.4590163934426217,0.5316455696202533,0.15439429928741089,0.107258885467865,0.6127450980392157,0.28093645484949836,0.03125,0.5555555555555554,0.6694915254237293,0.1435406698564593,0.16993464052287588,0.19642857142857145,0.20370370370370372,0.570909090909091,0.6425000000000001
2013-07-01,0.17721518987341775,0.45081967213114726,0.5316455696202533,0.14726840855106893,0.13369764115887361,0.6495098039215687,0.29431438127090304,0.046875,0.5555555555555554,0.6694915254237293,0.13397129186602863,0.18300653594771243,0.20535714285714285,0.20370370370370372,0.5454545454545454,0.625
2013-08-01,0.18987341772151897,0.43442622950819665,0.537974683544304,0.16389548693586697,0.14967805597017259,0.625,0.3110367892976589,0.046875,0.5555555555555554,0.6694915254237293,0.1435406698564593,0.18267973856209152,0.20535714285714285,0.21296296296296297,0.56,0.6025
2013-09-01,0.25316455696202533,0.41803278688524603,0.5063291139240507,0.1567695961995249,0.14809800088682934,0.6397058823529411,0.33612040133779264,0.078125,0.5555555555555554,0.6694915254237293,0.1435406698564593,0.18725490196078431,0.2142857142857143,0.2222222222222222,0.6072727272727272,0.5974999999999999
2013-10-01,0.2911392405063291,0.3770491803278686,0.46835443037974755,0.15439429928741089,0.128957475908844,0.6078431372549019,0.3394648829431438,0.078125,0.5555555555555554,0.6016949152542379,0.15071770334928225,0.17647058823529416,0.2142857142857143,0.21296296296296297,0.509090909090909,0.5249999999999999
2013-11-01,0.35443037974683544,0.35245901639344357,0.4050632911392409,0.1567695961995249,0.1533090600233573,0.4852941176470589,0.30434782608695654,0.09375,0.5555555555555554,0.5508474576271185,0.1578947368421052,0.1895424836601307,0.1875,0.19444444444444442,0.3690909090909091,0.4875
