,Bths,SF,CDOM,Bds,Type_100,Type_150,Type_1940,Type_200,Type_216,Type_2219,Type_2330,Type_2440,Type_2441,Type_2562,Type_2566,Type_2807,Type_2918,Type_3009,Type_3011,Type_3046,Type_3212,Type_323,Type_3237,Type_3260,Type_3406,Type_3629,Type_3643,Type_4436,Type_4440,Type_515,Type_519,Type_528,Type_530,Type_5443,Type_565,Type_611,Type_699,Type_750,Type_8,Type_810,Type_909,Type_COND,Type_RENT,Type_RESI,Stat_RESI,Stat_S,Stat_S-UL,Year,Month,Day,Agg_Average Days on Market,Agg_Average Percent of Last List Price,Agg_Average Percent of Last Original Price,Agg_Average Price Per Square Foot,Agg_Average Sales Price,Agg_Closed Sales,Agg_Homes for Sale,Agg_Median Days on Market,Agg_Median Percent of Last List Price,Agg_Median Percent of Last Original Price,Agg_Median Price Per Square Foot,Agg_Median Sales Price,Agg_Months Supply of Inventory (Closed),Agg_Months Supply of Inventory (Pending),Agg_New Listings,Agg_Pending Sales,Price_Per_SF,Total_Rooms,Bths_Bds_Ratio,Price_per_Bedroom,Log Price,Size Category_Large,Size Category_Medium,Size Category_Small
Type_3643,0.004681526331514544,-0.0019214567803377608,-0.003375406015646146,0.0025451066943529255,-5.109339873288342e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-7.225882343379875e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.1093398732883374e-05,-5.109339873288342e-05,-5.109339873288338e-05,-5.109339873288337e-05,-5.109339873288338e-05,-5.109339873288338e-05,-5.109339873288342e-05,-5.1093398732883374e-05,-5.109339873288338e-05,-5.109339873288341e-05,1.0,-5.1093398732883395e-05,-5.109339873288338e-05,-5.1093398732883354e-05,-5.109339873288342e-05,-5.1093398732883456e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.109339873288338e-05,-0.00011425998922722735,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288339e-05,-5.1093398732883415e-05,-0.005836785683104172,-5.109339873288339e-05,-0.008712826415247914,0.1998773382282661,-0.04392272528106712,-0.0011113776991050984,-0.00716970777551264,-0.00811378115608693,-0.0008050091570238119,0.020292690267025702,-0.011724463930264623,-0.014008004651022461,-0.008482690174012451,-0.0075464984994314185,-0.010068669550525319,0.012646210976182622,0.02270889824553149,-0.015213302351794597,-0.017119885651497833,-0.009013499092853334,-0.007279054688124034,0.013553010611883382,0.01295119591089978,0.005590289882702644,-0.007561807036650235,-0.008129328999053064,0.0036635039941832277,0.0010198664087006524,-0.007523461386938457,-0.005496775382449656,-0.003966997262261869,0.009520357052344403,-0.004375474065700321
Type_4436,0.006763209163236438,0.0055929781951391,0.000875231134275798,0.008434841067558197,-5.109339873288343e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-5.109339873288343e-05,-7.225882343379878e-05,-5.109339873288348e-05,-5.109339873288343e-05,-5.109339873288343e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-5.1093398732883415e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288339e-05,-5.1093398732883395e-05,-5.1093398732883395e-05,-5.109339873288343e-05,-5.1093398732883395e-05,-5.1093398732883395e-05,-5.109339873288339e-05,-5.1093398732883395e-05,1.0,-5.1093398732883395e-05,-5.1093398732883354e-05,-5.1093398732883415e-05,-5.109339873288346e-05,-5.1093398732883415e-05,-5.109339873288339e-05,-5.109339873288343e-05,-5.109339873288342e-05,-0.0001142599892272273,-5.109339873288341e-05,-5.109339873288342e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-0.005836785683104172,-5.109339873288341e-05,-0.008712826415247914,0.19987733822826612,-0.04392272528106712,-0.0011113776991050978,-0.007169707775513679,-0.005843300520052125,0.005450651083344099,0.016871781876878014,-0.01006058651823429,-0.011622830472117299,-0.008425036699017537,-0.008095653310081672,-0.008712467661595367,0.014866114014817538,0.01180801294472877,-0.012084791942646111,-0.013408014035282597,-0.008722147750745169,-0.008718737609054962,0.015046628460586724,0.014168558248905068,0.009460683630186026,-0.003180964167207654,-0.010589134203546825,0.00826888380652427,-0.0031307301521839716,-0.007528633601071299,-0.0023563474413349538,0.012879615324904864,-0.005366752365690049,-0.004375474065700322
Type_4440,-0.0078085706588168794,-0.009100425908695104,0.0006095663124056756,-0.00923436205205759,-5.109339873288342e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-7.225882343379875e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.1093398732883374e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288337e-05,-5.109339873288338e-05,-5.109339873288338e-05,-5.109339873288342e-05,-5.1093398732883374e-05,-5.109339873288338e-05,-5.109339873288341e-05,-5.109339873288338e-05,-5.1093398732883395e-05,1.0,-5.1093398732883354e-05,-5.109339873288342e-05,-5.1093398732883456e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.109339873288341e-05,-0.00011425998922722735,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288339e-05,-5.1093398732883415e-05,-0.005836785683104172,-5.109339873288339e-05,-0.008712826415247914,0.19987733822826614,-0.04392272528106712,-0.0011113776991050984,-0.007169707775511586,-0.008113781156086936,0.011706311323712082,0.020292690267025702,-0.011724463930264661,-0.014008004651022424,-0.00848269017401245,-0.007546498499431413,-0.010068669550525329,0.01264621097618261,0.02270889824553149,-0.015213302351794647,-0.017119885651497822,-0.009013499092853337,-0.007279054688124024,0.013553010611883376,0.012951195910899781,0.005590289882702644,-0.007561807036650237,0.005083120270714356,-0.009231559480371476,0.0057634053354259146,-0.00214435868877859,-0.009937810669457463,-0.003966997262261869,-0.005366752365690048,0.01167722581957667
Type_515,0.000518160668070761,-0.005363336371783848,0.005657197927938023,-0.0033446276788523196,-5.109339873288334e-05,-5.1093398732883354e-05,-5.1093398732883415e-05,-5.109339873288334e-05,-7.225882343379872e-05,-5.109339873288333e-05,-5.1093398732883334e-05,-5.1093398732883334e-05,-5.109339873288337e-05,-5.1093398732883354e-05,-5.1093398732883354e-05,-5.1093398732883354e-05,-5.1093398732883354e-05,-5.109339873288334e-05,-5.109339873288336e-05,-5.1093398732883354e-05,-5.1093398732883354e-05,-5.1093398732883354e-05,-5.1093398732883334e-05,-5.1093398732883354e-05,-5.1093398732883354e-05,-5.109339873288336e-05,-5.1093398732883354e-05,-5.1093398732883354e-05,-5.1093398732883354e-05,1.0,-5.1093398732883374e-05,-5.109339873288334e-05,-5.109339873288337e-05,-5.109339873288344e-05,-5.109339873288335e-05,-5.109339873288339e-05,-0.00011425998922722722,-5.109339873288337e-05,-5.109339873288338e-05,-5.109339873288337e-05,-5.109339873288338e-05,-0.005836785683104172,-5.109339873288328e-05,-0.008712826415247914,-0.0002556237699870411,-0.0439227252810671,-0.0011113776991050984,-0.00580603643518375,-0.0013023392479826331,-0.0008050091570237901,0.010029965096582535,-0.009228647812217534,-0.009833949837939232,-0.01044290832383933,-0.008550378504551672,-0.005745776029561094,0.00882042063300347,0.0033846015759269703,-0.010520536738072517,-0.007840206610958403,-0.01058679634023737,-0.009227893764018455,0.011163222053958219,0.01234251474189721,0.0011921151696532622,-0.006616919358927285,-0.006020506765658983,-0.0018629517806258474,0.0057634053354258755,-0.006489018560369276,-0.008011290629139047,-0.003966997262261865,0.009520357052344417,-0.004375474065700322
Type_519,-0.007808570658816857,-0.009033332739271196,0.0055686429873146705,-0.015124096425262787,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.1093398732883415e-05,-7.22588234337988e-05,-5.109339873288339e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.1093398732883435e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-5.1093398732883374e-05,1.0,-5.109339873288339e-05,-5.109339873288343e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.109339873288341e-05,-0.00011425998922722725,-5.1093398732883435e-05,-5.1093398732883456e-05,-5.109339873288339e-05,-5.109339873288344e-05,-0.005836785683104169,-5.109339873288329e-05,-0.008712826415247916,-0.00025562376998704126,-0.0439227252810671,-0.0011113776991050984,-0.007169707775509761,-0.0013023392479826273,0.010924353793666075,0.011550368825537066,-0.00922864781221738,-0.01082777241248296,-0.008252076274032941,-0.007041811508679548,-0.005321962939270408,0.017133249032997865,0.00982603379912834,-0.009477699935023105,-0.009386819784381824,-0.008022904529685421,-0.00871873760905508,0.016241522739549357,0.015385920586910405,0.006587209484327155,-0.0037822563257586313,-0.008489376151186718,-0.012915863330244137,0.005763405335425896,-0.008185504795942794,-0.018968326080879446,-0.003966997262261866,-0.0053667523656900475,0.011677225819576682
Type_528,-0.007808570658816883,-0.006886351317706386,0.0026463299467432704,-0.0033446276788523612,-5.109339873288351e-05,-5.109339873288345e-05,-5.109339873288337e-05,-5.109339873288351e-05,-7.225882343379889e-05,-5.109339873288348e-05,-5.10933987328835e-05,-5.10933987328835e-05,-5.109339873288339e-05,-5.109339873288347e-05,-5.109339873288346e-05,-5.1093398732883456e-05,-5.109339873288345e-05,-5.109339873288351e-05,-5.109339873288346e-05,-5.109339873288347e-05,-5.1093398732883456e-05,-5.1093398732883456e-05,-5.10933987328835e-05,-5.109339873288347e-05,-5.1093398732883456e-05,-5.109339873288339e-05,-5.1093398732883456e-05,-5.109339873288346e-05,-5.1093398732883456e-05,-5.109339873288334e-05,-5.109339873288339e-05,1.0,-5.1093398732883395e-05,-5.109339873288337e-05,-5.10933987328835e-05,-5.109339873288352e-05,-0.0001142599892272273,-5.109339873288339e-05,-5.10933987328834e-05,-5.109339873288346e-05,-5.109339873288339e-05,-0.005836785683104167,-5.109339873288344e-05,-0.008712826415247916,-0.00025562376998704164,-0.04392272528106711,-0.0011113776991050974,-0.007169707775513855,-0.005843300520052123,0.010142396263620096,0.016871781876878007,-0.01006058651823429,-0.011622830472117316,-0.008425036699017535,-0.00809565331008167,-0.008712467661595365,0.014866114014817538,0.011808012944728767,-0.012084791942646096,-0.013408014035282561,-0.008722147750745167,-0.00871873760905496,0.015046628460586716,0.014168558248905064,0.009460683630186028,-0.0031809641672076476,-0.0061322650482955625,-0.005547255630498719,-0.008467211444749862,-0.007978616230628899,-0.010906170642908894,-0.00396699726226187,-0.005366752365690049,0.01167722581957666
Type_530,-0.0015635221636511375,-0.00463202082506333,0.012210263534067723,-0.0033446276788523014,-5.109339873288341e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.109339873288341e-05,-7.22588234337988e-05,-5.109339873288338e-05,-5.109339873288341e-05,-5.109339873288341e-05,-5.109339873288343e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.109339873288343e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.109339873288337e-05,-5.109339873288343e-05,-5.1093398732883395e-05,1.0,-5.109339873288341e-05,-5.1093398732883395e-05,-5.10933987328834e-05,-0.00011425998922722725,-5.109339873288343e-05,-5.109339873288345e-05,-5.109339873288338e-05,-5.1093398732883435e-05,-0.005836785683104169,-5.109339873288329e-05,-0.008712826415247914,-0.00025562376998704126,-0.0439227252810671,-0.0011113776991050982,-0.007169707775509616,-0.0013023392479826316,-0.0008050091570237789,0.011550368825537066,-0.0092286478122175,-0.010827772412482985,-0.008252076274032934,-0.0070418115086795414,-0.005321962939270397,0.017133249032997868,0.00982603379912834,-0.009477699935023247,-0.009386819784381939,-0.008022904529685428,-0.008718737609055083,0.016241522739549354,0.015385920586910394,0.006587209484327167,-0.003782256325758625,-0.006520136600434321,-0.0027840277430940252,0.002205751140381917,-0.0060752414297416246,-0.007326508866274407,-0.003966997262261866,0.009520357052344436,-0.0043754740657003235
Type_5443,0.004681526331514552,0.01330869267888772,0.018409109377703927,0.008434841067558258,-5.109339873288339e-05,-5.109339873288338e-05,-5.1093398732883456e-05,-5.109339873288339e-05,-7.225882343379878e-05,-5.109339873288336e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.1093398732883395e-05,-5.109339873288339e-05,-5.1093398732883395e-05,-5.1093398732883395e-05,-5.109339873288339e-05,-5.1093398732883395e-05,-5.1093398732883395e-05,-5.109339873288341e-05,-5.1093398732883395e-05,-5.109339873288339e-05,-5.1093398732883395e-05,-5.109339873288344e-05,-5.109339873288341e-05,-5.109339873288337e-05,-5.109339873288341e-05,1.0,-5.109339873288339e-05,-5.1093398732883395e-05,-0.00011425998922722725,-5.1093398732883395e-05,-5.1093398732883415e-05,-5.109339873288338e-05,-5.1093398732883415e-05,-0.005836785683104173,-5.1093398732883307e-05,-0.008712826415247916,0.1998773382282658,-0.04392272528106712,-0.0011113776991050987,-0.007169707775508707,0.007779583296156612,-0.007842626927437672,0.014971277215684848,-0.010615212322242563,-0.012020359501935555,-0.010039333998874992,-0.009065810620384786,-0.009983906932467194,0.015243969851180941,0.013789992090329195,-0.014170465548746215,-0.012789368765912272,-0.00942139097180465,-0.00921033665522662,0.015046628460586743,0.01569026117141173,0.0009575458516240025,-0.011083661108162871,-0.008372818903185338,0.007347807844056114,-0.00490955724970595,-0.003075357232690928,0.00425479470984591,-0.003966997262261867,-0.0053667523656900475,-0.004375474065700323
Type_565,-0.007808570658816873,9.133830237924144e-05,0.014335582109028707,-0.003344627678852352,-5.109339873288352e-05,-5.1093398732883354e-05,-5.109339873288338e-05,-5.109339873288352e-05,-7.225882343379883e-05,-5.1093398732883496e-05,-5.109339873288352e-05,-5.109339873288352e-05,-5.10933987328834e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288337e-05,-5.109339873288336e-05,-5.109339873288352e-05,-5.109339873288337e-05,-5.109339873288343e-05,-5.109339873288337e-05,-5.109339873288337e-05,-5.109339873288352e-05,-5.1093398732883435e-05,-5.109339873288337e-05,-5.10933987328834e-05,-5.109339873288337e-05,-5.109339873288343e-05,-5.109339873288337e-05,-5.109339873288335e-05,-5.10933987328834e-05,-5.10933987328835e-05,-5.1093398732883395e-05,-5.109339873288339e-05,1.0,-5.109339873288342e-05,-0.00011425998922722728,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288341e-05,-0.005836785683104168,-5.109339873288346e-05,-0.008712826415247918,0.19987733822826612,-0.043922725281067124,-0.0011113776991050978,-0.007169707775511929,-0.010384261792121855,0.007796523673482129,0.016871781876878014,-0.013388341342294949,-0.015001827225566297,-0.008540343649007364,-0.007816765713339764,-0.01049248264081588,0.010615235855729504,0.02072691909993108,-0.01677755755636905,-0.01742920828618237,-0.008896958556010073,-0.008262252780467121,0.01235811633292074,0.011733833572894524,-0.0019745706237422694,-0.010310571190025984,-0.009756044944249668,-0.005547255630498768,-0.008467211444749852,-0.004730465755201605,-0.0053572455884714565,-0.003966997262261872,0.00952035705234441,-0.004375474065700323
Type_611,-0.007808570658816874,-0.007637794815254071,-0.0038181807187630166,-0.00923436205205759,-5.109339873288342e-05,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288342e-05,-7.225882343379875e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-5.1093398732883374e-05,-5.109339873288342e-05,-5.109339873288338e-05,-5.10933987328834e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-5.1093398732883374e-05,-5.109339873288341e-05,-5.109339873288338e-05,-5.109339873288342e-05,-5.1093398732883374e-05,-5.109339873288338e-05,-5.109339873288341e-05,-5.109339873288338e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.109339873288352e-05,-5.10933987328834e-05,-5.1093398732883395e-05,-5.109339873288342e-05,1.0,-0.00011425998922722735,-5.109339873288343e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-0.005836785683104172,-5.109339873288339e-05,-0.008712826415247916,-0.00025562376998704126,-0.043922725281067124,-0.0011113776991050984,-0.0071697077755117815,-0.008113781156086932,0.006232608613390136,0.020292690267025702,-0.011724463930264686,-0.014008004651022449,-0.008482690174012451,-0.007546498499431419,-0.01006866955052532,0.012646210976182622,0.0227088982455315,-0.015213302351794635,-0.01711988565149784,-0.009013499092853332,-0.007279054688124028,0.013553010611883383,0.01295119591089978,0.005590289882702642,-0.007561807036650236,-0.004523552098169811,-0.009231559480371482,0.005763405335425921,-0.003387758966314761,-0.011283047966531989,-0.003966997262261869,-0.00536675236569005,0.011677225819576666
Type_699,-0.00815175920630822,-0.013152320908452707,0.004967431895513423,-0.015382294653832172,-0.00011425998922722729,-0.00011425998922722732,-0.00011425998922722725,-0.00011425998922722729,-0.00016159215460067388,-0.00011425998922722737,-0.00011425998922722728,-0.00011425998922722728,-0.00011425998922722725,-0.00011425998922722732,-0.0001142599892272273,-0.00011425998922722735,-0.00011425998922722732,-0.00011425998922722729,-0.00011425998922722735,-0.00011425998922722732,-0.00011425998922722735,-0.00011425998922722735,-0.00011425998922722728,-0.00011425998922722732,-0.00011425998922722735,-0.00011425998922722725,-0.00011425998922722735,-0.0001142599892272273,-0.00011425998922722735,-0.00011425998922722722,-0.00011425998922722725,-0.0001142599892272273,-0.00011425998922722725,-0.00011425998922722725,-0.00011425998922722728,-0.00011425998922722735,1.0,-0.00011425998922722722,-0.00011425998922722728,-0.0001142599892272273,-0.00011425998922722728,-0.013052783447813462,-0.00011425998922722725,-0.019484463297294974,-0.0005716505444791362,-0.09822423721863743,-0.0024853700688617867,-0.016033592470037827,-0.010020871802656484,0.003096089737608434,0.03348021777473425,-0.027583718589922656,-0.03043706166486994,-0.019614463388960997,-0.01715127033896117,-0.019711127882293556,0.02882992836799682,0.03948148591124928,-0.03472108553619367,-0.03413472060512742,-0.019844115181176927,-0.018225566007732907,0.030575766667209216,0.029915550807947427,-0.0004290196711457819,-0.022596467373175545,-0.011036302877538552,-0.01322922798569009,0.019253458958186823,-0.007950791533109628,-0.01906461926141254,-0.008871382129424843,0.001315146748291795,0.01175430065055238
Type_750,-0.007808570658816864,-0.007530445744175822,0.008048181324769164,-0.009234362052057538,-5.109339873288341e-05,-5.1093398732883415e-05,-5.10933987328834e-05,-5.109339873288341e-05,-7.225882343379882e-05,-5.1093398732883374e-05,-5.10933987328834e-05,-5.10933987328834e-05,-5.109339873288344e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.109339873288343e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.10933987328834e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288342e-05,-5.109339873288337e-05,-5.1093398732883435e-05,-5.109339873288339e-05,-5.109339873288343e-05,-5.1093398732883395e-05,-5.10933987328834e-05,-5.109339873288343e-05,-0.00011425998922722722,1.0,-5.109339873288344e-05,-5.109339873288341e-05,-5.109339873288343e-05,-0.005836785683104171,-5.10933987328833e-05,-0.008712826415247916,-0.0002556237699870412,-0.04392272528106711,-0.0011113776991050987,-0.007169707775509242,0.0009681413880521861,-2.3051626977781843e-05,0.010410066028821174,-0.010060586518232545,-0.011026536927391714,-0.008425036699017648,-0.006417137287853638,-0.004050523668398572,0.01675539319663449,0.010817023371928552,-0.010520536738072635,-0.010314787688435653,-0.00813944506652868,-0.007015698056246486,0.015644075600068044,0.015690261171411715,0.002189034771277814,-0.008334896954787148,-0.008763791173818779,-0.009231559480371365,0.005763405335425901,-0.00607731031539477,-0.014921828410636667,-0.003966997262261866,-0.005366752365690047,0.011677225819576679
Type_8,0.0046815263315145485,-0.0025923884745767717,0.0037089892342237825,0.0025451066943529737,-5.109339873288342e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.109339873288342e-05,-7.225882343379882e-05,-5.1093398732883395e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.1093398732883456e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288343e-05,-5.1093398732883456e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288338e-05,-5.1093398732883456e-05,-5.10933987328834e-05,-5.109339873288345e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-5.109339873288343e-05,-0.00011425998922722728,-5.109339873288344e-05,1.0,-5.109339873288339e-05,-5.109339873288344e-05,-0.00583678568310417,-5.10933987328833e-05,-0.008712826415247918,0.19987733822826567,-0.04392272528106711,-0.0011113776991050987,-0.007169707775508854,0.0032386220240870033,-0.003932839277207744,0.01041006602882117,-0.010615212322242575,-0.011225301442300502,-0.008886264498976882,-0.006771969243220752,-0.006000063883735439,0.016424769339816517,0.010817023371928554,-0.013649047147221545,-0.011861400861858547,-0.008663877482323392,-0.007103483600205686,0.015644075600068058,0.01569026117141173,0.0023649617597997974,-0.00885029023354508,-0.005503135857258209,0.0036635039941833414,0.0010198664087006112,-0.006626944270578522,-0.003808372126684808,-0.003966997262261867,0.009520357052344441,-0.004375474065700324
Type_810,-0.001563522163651127,-0.0053700456887262665,0.015752461159002685,-0.003344627678852358,-5.109339873288343e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-5.109339873288343e-05,-7.225882343379878e-05,-5.1093398732883476e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288342e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.109339873288339e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288346e-05,-5.109339873288338e-05,-5.109339873288338e-05,-5.109339873288342e-05,-5.109339873288342e-05,-0.0001142599892272273,-5.109339873288341e-05,-5.109339873288339e-05,1.0,-5.109339873288339e-05,-0.005836785683104172,-5.10933987328834e-05,-0.008712826415247914,-0.0002556237699870413,-0.04392272528106711,-0.0011113776991050978,-0.0071697077755138615,-0.005843300520052122,0.007796523673482128,0.01687178187687801,-0.010060586518234275,-0.011622830472117311,-0.008425036699017537,-0.008095653310081672,-0.008712467661595365,0.014866114014817538,0.011808012944728769,-0.01208479194264612,-0.013408014035282589,-0.008722147750745167,-0.008718737609054963,0.015046628460586724,0.014168558248905068,0.009460683630186026,-0.003180964167207654,-0.006212366455997219,-0.002784027743094108,0.0022057511403819497,-0.006592462843026174,-0.008189391150077729,-0.003966997262261871,0.009520357052344393,-0.004375474065700321
Type_909,-0.007808570658816874,-0.0005795933918597559,0.007693961562275665,0.0025451066943529693,-5.109339873288341e-05,-5.10933987328834e-05,-5.109339873288341e-05,-5.109339873288341e-05,-7.225882343379878e-05,-5.109339873288338e-05,-5.109339873288341e-05,-5.109339873288341e-05,-5.109339873288344e-05,-5.1093398732883395e-05,-5.109339873288339e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.109339873288341e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.1093398732883415e-05,-5.109339873288344e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.1093398732883415e-05,-5.109339873288338e-05,-5.109339873288344e-05,-5.109339873288339e-05,-5.1093398732883435e-05,-5.1093398732883415e-05,-5.109339873288341e-05,-5.1093398732883415e-05,-0.00011425998922722728,-5.109339873288343e-05,-5.109339873288344e-05,-5.109339873288339e-05,1.0,-0.00583678568310417,-5.10933987328833e-05,-0.008712826415247918,0.19987733822826576,-0.04392272528106711,-0.0011113776991050987,-0.00716970777550922,0.0032386220240870007,-0.009406541987529654,0.010410066028821179,-0.010615212322242601,-0.011225301442300512,-0.00888626449897688,-0.006771969243220742,-0.006000063883735435,0.01642476933981653,0.010817023371928554,-0.013649047147221555,-0.011861400861858636,-0.0086638774823234,-0.00710348360020569,0.015644075600068058,0.015690261171411733,0.0023649617597997913,-0.008850290233545086,-0.010552354939275078,-0.0018629517806258275,-0.013210750371475209,-0.008213089937984636,-0.006999531131030871,-0.003966997262261867,0.009520357052344436,-0.004375474065700324
Type_COND,-0.5049817371817986,-0.6435206297137186,0.052575687826358554,-0.6893664643088909,-0.005836785683104169,-0.005836785683104171,-0.005836785683104172,-0.005836785683104169,-0.008254672356037794,-0.005836785683104168,-0.005836785683104168,-0.005836785683104168,-0.005836785683104169,-0.005836785683104173,-0.005836785683104172,-0.005836785683104172,-0.005836785683104171,-0.005836785683104169,-0.005836785683104172,-0.005836785683104173,-0.005836785683104172,-0.005836785683104172,-0.005836785683104168,-0.005836785683104173,-0.005836785683104172,-0.005836785683104169,-0.005836785683104172,-0.005836785683104172,-0.005836785683104172,-0.005836785683104172,-0.005836785683104169,-0.005836785683104167,-0.005836785683104169,-0.005836785683104173,-0.005836785683104168,-0.005836785683104172,-0.013052783447813462,-0.005836785683104171,-0.00583678568310417,-0.005836785683104172,-0.00583678568310417,1.0,-0.005836785683104169,-0.9953321121924125,-0.02920183816155482,0.05921487589993445,-0.050022835346288826,-0.058202691843760035,-0.02571411453933331,0.013441281712261825,-0.000159480029257692,0.01073864985714325,0.01556731855713774,-0.02558775442557667,-0.04358433327929804,0.007228897713050021,0.007970168713044434,0.011228408905318238,0.01972429622017909,0.021962108915762224,-0.026340836575076645,-0.04675901991824366,-0.01485341212913188,-0.012746468855674929,0.017360324927413108,0.005431764889988236,0.07839110011503267,-0.6546686663607532,0.3890837919414413,-0.08269638020154949,-0.6101837367583683,-0.4072178637247077,-0.024258594295898345,0.650100686957318
