,Bths,SF,CDOM,Bds,Type_100,Type_150,Type_1940,Type_200,Type_216,Type_2219,Type_2330,Type_2440,Type_2441,Type_2562,Type_2566,Type_2807,Type_2918,Type_3009,Type_3011,Type_3046,Type_3212,Type_323,Type_3237,Type_3260,Type_3406,Type_3629,Type_3643,Type_4436,Type_4440,Type_515,Type_519,Type_528,Type_530,Type_5443,Type_565,Type_611,Type_699,Type_750,Type_8,Type_810,Type_909,Type_COND,Type_RENT,Type_RESI,Stat_RESI,Stat_S,Stat_S-UL,Year,Month,Day,Agg_Average Days on Market,Agg_Average Percent of Last List Price,Agg_Average Percent of Last Original Price,Agg_Average Price Per Square Foot,Agg_Average Sales Price,Agg_Closed Sales,Agg_Homes for Sale,Agg_Median Days on Market,Agg_Median Percent of Last List Price,Agg_Median Percent of Last Original Price,Agg_Median Price Per Square Foot,Agg_Median Sales Price,Agg_Months Supply of Inventory (Closed),Agg_Months Supply of Inventory (Pending),Agg_New Listings,Agg_Pending Sales,Price_Per_SF,Total_Rooms,Bths_Bds_Ratio,Price_per_Bedroom,Log Price,Size Category_Large,Size Category_Medium,Size Category_Small
Type_2330,0.0005181606680707768,0.001225212865643147,0.006011417690431575,0.0025451066943529247,-5.109339873288352e-05,-5.1093398732883354e-05,-5.109339873288338e-05,-5.109339873288352e-05,-7.225882343379883e-05,-5.1093398732883496e-05,1.0,-5.109339873288352e-05,-5.109339873288339e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-5.109339873288352e-05,-5.109339873288337e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288352e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.1093398732883334e-05,-5.1093398732883415e-05,-5.10933987328835e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288352e-05,-5.109339873288342e-05,-0.00011425998922722728,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288341e-05,-0.005836785683104168,-5.109339873288346e-05,-0.008712826415247918,-0.00025562376998704154,-0.043922725281067124,-0.0011113776991050978,-0.007169707775511871,-0.010384261792121855,0.007796523673482129,0.016871781876878014,-0.013388341342294961,-0.015001827225566302,-0.008540343649007362,-0.007816765713339766,-0.010492482640815886,0.010615235855729505,0.02072691909993108,-0.016777557556369078,-0.017429208286182375,-0.008896958556010073,-0.00826225278046712,0.01235811633292074,0.011733833572894524,-0.0019745706237422694,-0.010310571190025987,-0.011341845652865981,0.0018213520692468195,-0.003723672518024604,-0.008006201372670748,-0.00652666889248966,-0.003966997262261872,0.00952035705234441,-0.004375474065700323
Type_2440,0.013008257658402167,0.007069027922464954,-0.004083845540633141,0.0084348410675582,-5.109339873288349e-05,-5.1093398732883354e-05,-5.109339873288338e-05,-5.109339873288349e-05,-7.225882343379883e-05,-5.1093398732883523e-05,-5.109339873288352e-05,1.0,-5.109339873288339e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-5.109339873288352e-05,-5.109339873288337e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288352e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.1093398732883334e-05,-5.1093398732883415e-05,-5.10933987328835e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288352e-05,-5.109339873288342e-05,-0.00011425998922722728,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288341e-05,-0.005836785683104168,-5.109339873288346e-05,-0.008712826415247918,0.19987733822826614,-0.043922725281067124,-0.0011113776991050978,-0.007169707775511718,-0.010384261792121855,0.007796523673482129,0.016871781876878014,-0.013388341342294954,-0.015001827225566292,-0.008540343649007362,-0.007816765713339764,-0.010492482640815875,0.010615235855729507,0.02072691909993108,-0.01677755755636909,-0.01742920828618237,-0.008896958556010075,-0.008262252780467121,0.01235811633292074,0.011733833572894524,-0.0019745706237422702,-0.010310571190025984,-0.00804038275574749,0.01103211169392882,0.0022057511403819558,-0.005247687168486212,0.0015186208946308176,0.01287961532490487,-0.005366752365690052,-0.004375474065700323
Type_2441,0.02549835464873372,0.010893338579627295,0.002203555243626424,0.008434841067558254,-5.1093398732883395e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.1093398732883395e-05,-7.225882343379878e-05,-5.109339873288336e-05,-5.109339873288339e-05,-5.109339873288339e-05,1.0,-5.1093398732883395e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.109339873288341e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.109339873288341e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.1093398732883395e-05,-5.109339873288341e-05,-5.1093398732883435e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.109339873288337e-05,-5.1093398732883435e-05,-5.109339873288339e-05,-5.109339873288343e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.1093398732883415e-05,-0.00011425998922722725,-5.109339873288344e-05,-5.1093398732883456e-05,-5.109339873288339e-05,-5.109339873288344e-05,-0.005836785683104169,-5.109339873288329e-05,-0.008712826415247916,0.19987733822826578,-0.04392272528106711,-0.0011113776991050984,-0.007169707775509758,0.0009681413880521844,-0.007842626927437684,0.010410066028821179,-0.010060586518232576,-0.01102653692739171,-0.008425036699017653,-0.006417137287853634,-0.004050523668398562,0.016755393196634483,0.010817023371928552,-0.01052053673807262,-0.010314787688435665,-0.008139445066528684,-0.007015698056246481,0.015644075600068037,0.015690261171411722,0.0021890347712778114,-0.008334896954787145,-0.009089530206714654,0.016558567468738017,0.01287871372551375,-0.004627021472544747,0.002372529035609353,-0.003966997262261866,-0.0053667523656900475,-0.004375474065700324
Type_2562,0.013008257658402165,0.007941239124975661,-0.0028440763719058807,0.008434841067558208,-5.1093398732883435e-05,-5.109339873288336e-05,-5.10933987328834e-05,-5.1093398732883435e-05,-7.225882343379878e-05,-5.109339873288348e-05,-5.109339873288343e-05,-5.109339873288343e-05,-5.1093398732883395e-05,1.0,-5.109339873288339e-05,-5.109339873288334e-05,-5.109339873288339e-05,-5.1093398732883435e-05,-5.109339873288335e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.109339873288337e-05,-5.109339873288343e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288337e-05,-5.1093398732883354e-05,-5.1093398732883415e-05,-5.109339873288347e-05,-5.1093398732883415e-05,-5.109339873288339e-05,-5.109339873288343e-05,-5.1093398732883374e-05,-0.00011425998922722732,-5.1093398732883415e-05,-5.109339873288342e-05,-5.109339873288339e-05,-5.1093398732883395e-05,-0.005836785683104173,-5.109339873288341e-05,-0.008712826415247914,0.1998773382282661,-0.04392272528106712,-0.001111377699105098,-0.0071697077755123705,-0.008113781156086929,-0.007842626927437674,0.020292690267025702,-0.011724463930264587,-0.014008004651022461,-0.008482690174012453,-0.0075464984994314185,-0.01006866955052531,0.012646210976182624,0.022708898245531496,-0.015213302351794555,-0.017119885651497822,-0.009013499092853334,-0.007279054688124031,0.013553010611883378,0.012951195910899776,0.005590289882702639,-0.007561807036650239,-0.006384485107943474,0.011032111693928821,0.0022057511403819553,-0.0036546452155696127,0.003589335550604063,0.012879615324904864,-0.005366752365690049,-0.004375474065700322
Type_2566,-0.007808570658816884,0.004787860162052289,0.0010523410155225434,0.0025451066943529173,-5.109339873288343e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-5.109339873288343e-05,-7.225882343379878e-05,-5.1093398732883476e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288339e-05,-5.109339873288339e-05,1.0,-5.109339873288339e-05,-5.109339873288341e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288342e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.109339873288339e-05,-5.1093398732883354e-05,-5.1093398732883415e-05,-5.109339873288346e-05,-5.109339873288341e-05,-5.109339873288338e-05,-5.109339873288342e-05,-5.109339873288342e-05,-0.0001142599892272273,-5.109339873288341e-05,-5.1093398732883415e-05,-5.109339873288338e-05,-5.109339873288339e-05,-0.005836785683104172,-5.10933987328834e-05,-0.008712826415247914,0.19987733822826603,-0.04392272528106711,-0.0011113776991050978,-0.00716970777551312,-0.0058433005200521256,-0.0008050091570238104,0.01687178187687801,-0.01006058651823432,-0.011622830472117289,-0.008425036699017547,-0.008095653310081672,-0.008712467661595372,0.014866114014817534,0.011808012944728769,-0.012084791942646082,-0.01340801403528261,-0.008722147750745163,-0.008718737609054955,0.01504662846058672,0.014168558248905077,0.00946068363018603,-0.00318096416720766,-0.008440761007655092,-0.0018629517806259144,-0.013210750371475118,-0.004247725769469297,-0.0002875903881191117,0.01287961532490486,-0.005366752365690048,-0.004375474065700321
Type_2807,0.004681526331514544,0.014113810711974515,-0.003818180718763017,0.008434841067558206,-5.109339873288337e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-5.109339873288337e-05,-7.225882343379871e-05,-5.109339873288338e-05,-5.109339873288337e-05,-5.109339873288337e-05,-5.109339873288341e-05,-5.109339873288334e-05,-5.109339873288339e-05,1.0,-5.10933987328834e-05,-5.109339873288337e-05,-5.1093398732883354e-05,-5.109339873288337e-05,-5.109339873288338e-05,-5.109339873288338e-05,-5.109339873288337e-05,-5.1093398732883374e-05,-5.109339873288338e-05,-5.109339873288341e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-5.109339873288338e-05,-5.1093398732883354e-05,-5.109339873288342e-05,-5.1093398732883456e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.109339873288338e-05,-0.00011425998922722735,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288339e-05,-5.1093398732883415e-05,-0.005836785683104172,-5.109339873288339e-05,-0.008712826415247914,0.1998773382282661,-0.04392272528106712,-0.0011113776991050984,-0.007169707775512524,-0.00811378115608693,0.0007589059030681676,0.020292690267025702,-0.01172446393026462,-0.014008004651022461,-0.008482690174012451,-0.00754649849943142,-0.010068669550525324,0.012646210976182622,0.02270889824553149,-0.015213302351794616,-0.017119885651497833,-0.009013499092853334,-0.007279054688124033,0.013553010611883382,0.01295119591089978,0.005590289882702644,-0.007561807036650233,-0.00995223900944085,0.0073478078440560105,-0.00490955724970593,-0.004317205845987203,0.0027750904647543,-0.003966997262261869,-0.005366752365690048,-0.004375474065700321
Type_2918,-0.007808570658816884,0.0006280836577704505,-0.003995290600009764,0.0025451066943529177,-5.1093398732883415e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.1093398732883415e-05,-7.225882343379878e-05,-5.109339873288343e-05,-5.1093398732883415e-05,-5.1093398732883415e-05,-5.10933987328834e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.10933987328834e-05,1.0,-5.109339873288336e-05,-5.10933987328834e-05,-5.109339873288336e-05,-5.1093398732883374e-05,-5.1093398732883374e-05,-5.109339873288336e-05,-5.109339873288337e-05,-5.1093398732883374e-05,-5.10933987328834e-05,-5.1093398732883374e-05,-5.1093398732883415e-05,-5.1093398732883374e-05,-5.1093398732883354e-05,-5.1093398732883415e-05,-5.109339873288345e-05,-5.1093398732883415e-05,-5.109339873288339e-05,-5.109339873288336e-05,-5.10933987328834e-05,-0.00011425998922722732,-5.1093398732883415e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288341e-05,-0.005836785683104171,-5.109339873288338e-05,-0.008712826415247914,0.1998773382282661,-0.04392272528106712,-0.0011113776991050982,-0.007169707775512818,-0.005843300520052125,-0.0031508817471617954,0.01687178187687801,-0.01006058651823434,-0.011622830472117303,-0.00842503669901755,-0.008095653310081677,-0.00871246766159538,0.014866114014817538,0.01180801294472877,-0.01208479194264607,-0.013408014035282587,-0.008722147750745169,-0.008718737609054962,0.015046628460586716,0.014168558248905077,0.009460683630186031,-0.0031809641672076623,-0.010456692616440373,-0.0018629517806259181,-0.013210750371475124,-0.007661387097147678,-0.00578128334480507,-0.003966997262261868,0.009520357052344395,-0.004375474065700319
Type_3009,0.004681526331514547,0.0038485557901176836,0.009110840612249628,0.008434841067558202,-5.1093398732883496e-05,-5.109339873288336e-05,-5.109339873288339e-05,-5.1093398732883496e-05,-7.225882343379883e-05,-5.1093398732883523e-05,-5.109339873288352e-05,-5.109339873288352e-05,-5.109339873288341e-05,-5.1093398732883435e-05,-5.109339873288343e-05,-5.109339873288337e-05,-5.109339873288336e-05,1.0,-5.109339873288337e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288352e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288334e-05,-5.1093398732883415e-05,-5.109339873288351e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288352e-05,-5.109339873288342e-05,-0.00011425998922722729,-5.109339873288341e-05,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288341e-05,-0.005836785683104169,-5.109339873288346e-05,-0.008712826415247918,0.19987733822826612,-0.043922725281067124,-0.0011113776991050978,-0.007169707775511527,-0.010384261792121855,-0.00549675433729976,0.016871781876878014,-0.013388341342294982,-0.015001827225566327,-0.00854034364900736,-0.007816765713339769,-0.01049248264081587,0.01061523585572951,0.020726919099931077,-0.016777557556369053,-0.01742920828618235,-0.008896958556010068,-0.00826225278046713,0.012358116332920738,0.011733833572894528,-0.0019745706237422654,-0.010310571190025975,-0.007881446808027848,0.007347807844056007,-0.004909557249705922,-0.006437296419040798,-0.0003313147603769535,0.01287961532490487,-0.005366752365690052,-0.0043754740657003235
Type_3011,-0.007808570658816874,-0.0008479660695553796,-0.0013386423813085567,0.0025451066943529234,-5.109339873288337e-05,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288337e-05,-7.225882343379871e-05,-5.109339873288338e-05,-5.109339873288337e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-5.109339873288335e-05,-5.109339873288342e-05,-5.1093398732883354e-05,-5.10933987328834e-05,-5.109339873288337e-05,1.0,-5.1093398732883374e-05,-5.109339873288341e-05,-5.109339873288338e-05,-5.109339873288337e-05,-5.1093398732883374e-05,-5.109339873288338e-05,-5.109339873288341e-05,-5.109339873288338e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288336e-05,-5.109339873288342e-05,-5.109339873288346e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-0.00011425998922722735,-5.109339873288343e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.1093398732883415e-05,-0.005836785683104172,-5.109339873288339e-05,-0.008712826415247916,0.19987733822826614,-0.043922725281067124,-0.0011113776991050984,-0.007169707775511786,-0.008113781156086932,0.0046686935532981085,0.020292690267025702,-0.01172446393026467,-0.014008004651022438,-0.008482690174012451,-0.007546498499431416,-0.010068669550525326,0.012646210976182622,0.022708898245531493,-0.015213302351794624,-0.017119885651497812,-0.009013499092853336,-0.007279054688124033,0.013553010611883383,0.01295119591089978,0.005590289882702644,-0.007561807036650236,-0.010260812622064486,-0.0018629517806259329,-0.013210750371475124,-0.008157919653900895,-0.006871425101022147,-0.003966997262261869,0.009520357052344407,-0.004375474065700319
Type_3046,-0.0015635221636511182,0.007270307430736655,-0.003375406015646146,0.0025451066943529273,-5.1093398732883435e-05,-5.109339873288336e-05,-5.10933987328834e-05,-5.1093398732883435e-05,-7.225882343379878e-05,-5.109339873288348e-05,-5.109339873288343e-05,-5.109339873288343e-05,-5.1093398732883395e-05,-5.1093398732883395e-05,-5.109339873288339e-05,-5.109339873288337e-05,-5.109339873288336e-05,-5.1093398732883435e-05,-5.1093398732883374e-05,1.0,-5.109339873288337e-05,-5.109339873288337e-05,-5.109339873288343e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288337e-05,-5.1093398732883354e-05,-5.1093398732883415e-05,-5.109339873288347e-05,-5.1093398732883415e-05,-5.109339873288339e-05,-5.109339873288343e-05,-5.1093398732883374e-05,-0.00011425998922722732,-5.1093398732883415e-05,-5.109339873288342e-05,-5.109339873288339e-05,-5.1093398732883395e-05,-0.005836785683104173,-5.109339873288341e-05,-0.008712826415247914,0.1998773382282661,-0.04392272528106712,-0.001111377699105098,-0.007169707775512273,-0.008113781156086929,-0.0047147968072537745,0.020292690267025702,-0.011724463930264611,-0.014008004651022457,-0.008482690174012453,-0.0075464984994314185,-0.010068669550525313,0.012646210976182622,0.022708898245531493,-0.01521330235179458,-0.017119885651497822,-0.00901349909285333,-0.0072790546881240275,0.013553010611883373,0.012951195910899776,0.00559028988270264,-0.007561807036650239,-0.006941019499389253,0.0009002761067786343,-0.006095441981387239,-0.0015236929928370876,0.0027095691883777515,0.012879615324904864,-0.005366752365690049,-0.004375474065700322
Type_3212,0.01092657482668026,0.015522767269876423,-0.0037296257781396424,0.002545106694352922,-5.109339873288342e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-7.225882343379875e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.1093398732883374e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288337e-05,1.0,-5.109339873288338e-05,-5.109339873288337e-05,-5.1093398732883374e-05,-5.109339873288338e-05,-5.109339873288341e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-5.109339873288338e-05,-5.1093398732883354e-05,-5.109339873288342e-05,-5.1093398732883456e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.109339873288341e-05,-0.00011425998922722735,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288339e-05,-5.1093398732883415e-05,-0.005836785683104172,-5.109339873288339e-05,-0.008712826415247914,0.19987733822826614,-0.04392272528106712,-0.0011113776991050984,-0.0071697077755114485,-0.005843300520052126,-0.011752414577667623,0.01687178187687801,-0.010060586518234283,-0.011622830472117308,-0.008425036699017549,-0.008095653310081679,-0.008712467661595372,0.014866114014817534,0.01180801294472877,-0.012084791942645952,-0.013408014035282582,-0.008722147750745165,-0.008718737609054962,0.01504662846058673,0.014168558248905084,0.009460683630186043,-0.0031809641672076723,-0.006693777068558817,0.006426731881587801,0.00813517479878857,0.003660768943075491,0.006821666501302698,-0.003966997262261869,-0.005366752365690048,-0.004375474065700321
Type_323,0.0005181606680707727,-0.006215419623467418,0.027264603440041165,-0.0033446276788523487,-5.109339873288342e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-7.225882343379875e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.1093398732883374e-05,-5.109339873288342e-05,-5.109339873288338e-05,-5.109339873288337e-05,-5.109339873288338e-05,1.0,-5.109339873288337e-05,-5.1093398732883374e-05,-5.109339873288338e-05,-5.109339873288341e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-5.109339873288338e-05,-5.1093398732883354e-05,-5.109339873288342e-05,-5.1093398732883456e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.109339873288338e-05,-0.00011425998922722735,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288339e-05,-5.1093398732883415e-05,-0.005836785683104172,-5.109339873288339e-05,-0.008712826415247914,-0.00025562376998704126,-0.04392272528106712,-0.0011113776991050984,-0.0071697077755122985,-0.00811378115608693,0.0007589059030681684,0.020292690267025702,-0.011724463930264651,-0.014008004651022454,-0.008482690174012451,-0.0075464984994314185,-0.010068669550525324,0.012646210976182622,0.02270889824553149,-0.015213302351794623,-0.01711988565149783,-0.009013499092853334,-0.007279054688124034,0.013553010611883382,0.01295119591089978,0.005590289882702645,-0.007561807036650233,-0.0023232210317866175,-0.0018629517806259379,0.005763405335425919,-0.005661464299113872,-0.0066820323584769765,-0.003966997262261869,-0.005366752365690048,0.011677225819576663
Type_3237,0.0005181606680707752,0.003848555790117682,-0.00364107083751627,0.002545106694352926,-5.109339873288352e-05,-5.1093398732883354e-05,-5.109339873288338e-05,-5.109339873288352e-05,-7.225882343379883e-05,-5.1093398732883523e-05,-5.109339873288352e-05,-5.109339873288352e-05,-5.10933987328834e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.109339873288337e-05,-5.109339873288336e-05,-5.109339873288352e-05,-5.109339873288337e-05,-5.109339873288343e-05,-5.109339873288337e-05,-5.109339873288337e-05,1.0,-5.1093398732883435e-05,-5.109339873288342e-05,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288342e-05,-5.1093398732883334e-05,-5.1093398732883415e-05,-5.10933987328835e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288352e-05,-5.109339873288342e-05,-0.00011425998922722728,-5.10933987328834e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288341e-05,-0.005836785683104168,-5.109339873288346e-05,-0.008712826415247918,0.19987733822826614,-0.043922725281067124,-0.0011113776991050978,-0.007169707775511527,-0.010384261792121855,0.006232608613390137,0.016871781876878014,-0.013388341342294972,-0.015001827225566292,-0.008540343649007364,-0.007816765713339764,-0.01049248264081588,0.010615235855729505,0.020726919099931074,-0.016777557556369064,-0.01742920828618236,-0.008896958556010071,-0.008262252780467126,0.01235811633292074,0.011733833572894524,-0.0019745706237422694,-0.010310571190025982,-0.008572787964648656,0.0018213520692468212,-0.003723672518024604,-0.004833910037858502,-0.0010557400954419435,0.01287961532490487,-0.005366752365690052,-0.004375474065700323
Type_3260,0.008844891994958354,0.010356593224236085,-0.004349510362503261,0.002545106694352927,-5.1093398732883435e-05,-5.109339873288336e-05,-5.10933987328834e-05,-5.1093398732883435e-05,-7.225882343379879e-05,-5.109339873288349e-05,-5.1093398732883435e-05,-5.1093398732883435e-05,-5.1093398732883395e-05,-5.1093398732883395e-05,-5.109339873288339e-05,-5.1093398732883374e-05,-5.109339873288337e-05,-5.1093398732883435e-05,-5.1093398732883374e-05,-5.1093398732883395e-05,-5.1093398732883374e-05,-5.1093398732883374e-05,-5.1093398732883435e-05,1.0,-5.1093398732883374e-05,-5.1093398732883395e-05,-5.1093398732883374e-05,-5.1093398732883395e-05,-5.1093398732883374e-05,-5.1093398732883354e-05,-5.109339873288342e-05,-5.109339873288347e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.1093398732883435e-05,-5.1093398732883374e-05,-0.00011425998922722732,-5.1093398732883415e-05,-5.109339873288343e-05,-5.109339873288339e-05,-5.10933987328834e-05,-0.005836785683104173,-5.1093398732883415e-05,-0.008712826415247914,0.1998773382282661,-0.04392272528106712,-0.001111377699105098,-0.007169707775512075,-0.008113781156086929,-0.009406541987529654,0.020292690267025702,-0.011724463930264597,-0.014008004651022449,-0.008482690174012451,-0.007546498499431415,-0.01006866955052531,0.012646210976182624,0.0227088982455315,-0.015213302351794605,-0.01711988565149782,-0.00901349909285333,-0.007279054688124033,0.013553010611883378,0.01295119591089978,0.005590289882702638,-0.007561807036650239,-0.008025441820574766,0.005505655919119598,0.005763405335425921,-0.0009306124389374097,0.0032660697958430246,-0.003966997262261871,-0.005366752365690049,-0.004375474065700322
Type_3406,0.002599843499792672,0.0006347929747128398,-0.0012500874406851828,0.0025451066943529273,-5.109339873288342e-05,-5.109339873288337e-05,-5.1093398732883415e-05,-5.109339873288342e-05,-7.225882343379875e-05,-5.1093398732883435e-05,-5.109339873288342e-05,-5.109339873288342e-05,-5.109339873288341e-05,-5.109339873288337e-05,-5.109339873288339e-05,-5.109339873288338e-05,-5.1093398732883374e-05,-5.109339873288342e-05,-5.109339873288338e-05,-5.109339873288337e-05,-5.109339873288338e-05,-5.109339873288338e-05,-5.109339873288342e-05,-5.1093398732883374e-05,1.0,-5.109339873288341e-05,-5.109339873288338e-05,-5.1093398732883395e-05,-5.109339873288338e-05,-5.1093398732883354e-05,-5.109339873288342e-05,-5.1093398732883456e-05,-5.1093398732883415e-05,-5.1093398732883395e-05,-5.109339873288337e-05,-5.109339873288338e-05,-0.00011425998922722735,-5.109339873288342e-05,-5.109339873288343e-05,-5.109339873288339e-05,-5.1093398732883415e-05,-0.005836785683104172,-5.109339873288339e-05,-0.008712826415247914,0.1998773382282661,-0.04392272528106712,-0.0011113776991050984,-0.007169707775512427,-0.00811378115608693,0.000758905903068168,0.020292690267025702,-0.011724463930264635,-0.014008004651022454,-0.008482690174012451,-0.00754649849943142,-0.010068669550525324,0.012646210976182622,0.022708898245531496,-0.015213302351794593,-0.017119885651497836,-0.00901349909285333,-0.007279054688124034,0.013553010611883382,0.01295119591089978,0.005590289882702644,-0.007561807036650233,-0.005624814354331488,0.0027424280317150307,-0.0013519030546619802,-0.004578747473971441,-0.0007147291222698877,-0.003966997262261869,0.009520357052344405,-0.004375474065700321
Type_3629,-0.0015635221636511442,-0.00232401579688116,0.006631302274795184,-0.003344627678852303,-5.10933987328834e-05,-5.10933987328834e-05,-5.109339873288341e-05,-5.10933987328834e-05,-7.225882343379878e-05,-5.1093398732883374e-05,-5.10933987328834e-05,-5.10933987328834e-05,-5.1093398732883435e-05,-5.109339873288339e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.10933987328834e-05,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.1093398732883395e-05,-5.109339873288341e-05,1.0,-5.109339873288341e-05,-5.109339873288339e-05,-5.109339873288341e-05,-5.109339873288336e-05,-5.1093398732883435e-05,-5.109339873288339e-05,-5.109339873288343e-05,-5.109339873288341e-05,-5.10933987328834e-05,-5.109339873288341e-05,-0.00011425998922722725,-5.1093398732883435e-05,-5.1093398732883456e-05,-5.109339873288339e-05,-5.109339873288344e-05,-0.005836785683104169,-5.109339873288329e-05,-0.008712826415247916,0.19987733822826573,-0.0439227252810671,-0.0011113776991050984,-0.007169707775509758,0.0009681413880521843,-0.007842626927437682,0.010410066028821177,-0.010060586518232564,-0.011026536927391703,-0.008425036699017651,-0.006417137287853634,-0.0040505236683985625,0.016755393196634487,0.010817023371928552,-0.010520536738072598,-0.010314787688435656,-0.008139445066528684,-0.007015698056246481,0.01564407560006804,0.015690261171411722,0.0021890347712778114,-0.008334896954787145,-0.009428322645966847,-0.0027840277430940235,0.002205751140381918,-0.00610627471453871,-0.007376408454654,-0.003966997262261866,0.009520357052344436,-0.004375474065700324
