#,MLS,Stat,Type,Address,State,List/Sell $,Bths,SF,Stat Date,Area,City,CDOM,Bds
1,1782120,S,RESI,1805 3rd Ave N,WA,"$2,600,000",3.0,"3,180",07/01/2021,700,Seattle,1.0,4
2,1754862,S,RESI,2649 22nd Ave W #A,WA,"$873,000",2.5,"1,550",07/01/2021,700,Seattle,10.0,3
3,1775513,S,RESI,3518 W Elmore St,WA,"$930,000",2.5,"1,470",07/01/2021,700,Seattle,7.0,3
4,1791199,S,RESI,2449 36th Ave W,WA,"$1,350,000",1.0,"2,160",07/01/2021,700,Seattle,3.0,2
5,1788399,S,RESI,3305 W Ruffner St,WA,"$825,000",2.25,"1,304",07/02/2021,700,Seattle,2.0,3
6,1778769,S,RESI,2708 W Barrett,WA,"$1,635,000",2.25,"2,540",07/02/2021,700,Seattle,5.0,3
7,1663054,S,RESI,4324 W Cramer St,WA,"$2,550,000",4.0,"4,200",07/02/2021,700,Seattle,38.0,4
8,1781068,S,RESI,4306 36th Ave W #D,WA,"$1,010,000",2.5,"1,450",07/02/2021,700,Seattle,4.0,3
9,1682959,S,RESI,1822 12th Ave W,WA,"$2,027,000",3.5,"3,632",07/03/2021,700,Seattle,289.0,5
10,1777532,S,RESI,3801 23rd Ave W,WA,"$679,950",1.75,"1,012",07/05/2021,700,Seattle,6.0,2
11,1788251,S,RESI,3206 42nd Ave W,WA,"$1,737,000",3.0,"2,710",07/06/2021,700,Seattle,5.0,4
12,1768420,S,COND,699 John St #119,WA,"$492,500",1.5,842,07/06/2021,700,Seattle,36.0,1
13,1784181,S,COND,500 5th Ave W #101,WA,"$700,000",1.75,"1,210",07/06/2021,700,Seattle,4.0,2
14,1774817,S,COND,699 John St #503,WA,"$330,000",1.0,376,07/06/2021,700,Seattle,14.0,0
15,1763576,S,RESI,2112 Nob Hill Ave N #B,WA,"$970,000",2.5,"1,656",07/06/2021,700,Seattle,30.0,3
16,1736149,S,RESI,2503 Montavista Place W,WA,"$2,620,000",4.5,"5,020",07/07/2021,700,Seattle,69.0,4
17,1777287,S,RESI,3606 Arapahoe Place W,WA,"$1,325,000",2.5,"2,080",07/07/2021,700,Seattle,13.0,3
18,1776112,S,RESI,2412 2nd Ave W,WA,"$1,035,000",1.75,"1,320",07/07/2021,700,Seattle,11.0,3
19,1723014,S,COND,699 John St #106,WA,"$460,000",1.5,837,07/07/2021,700,Seattle,295.0,1
20,1777299,S,RESI,814 W Argand St #A,WA,"$715,000",1.5,954,07/07/2021,700,Seattle,11.0,3
21,1789743,S,COND,2572 14th Ave W #401,WA,"$599,000",2.0,"1,155",07/07/2021,700,Seattle,1.0,2
22,1776129,S,COND,1430 1st Ave N #5,WA,"$857,500",2.0,"1,123",07/07/2021,700,Seattle,4.0,2
23,1775304,S,RESI,3629 22nd Ave W,WA,"$874,950",3.5,"1,830",07/08/2021,700,Seattle,13.0,3
24,1774251,S,RESI,2116 10th Ave W,WA,"$1,312,500",2.25,"1,880",07/08/2021,700,Seattle,5.0,3
25,1751010,S,COND,18 Dravus St #205,WA,"$435,000",1.0,813,07/08/2021,700,Seattle,19.0,1
26,1743971,S,RESI,2312 Magnolia Blvd W,WA,"$4,290,000",3.25,"4,082",07/08/2021,700,Seattle,77.0,4
