MLS,Stat,Type,Address,State,List/Sell $,Bths,SF,Stat Date,Area,City,CDOM,Bds
20005735,S,COND,907 Warren Ave N #204,WA,"$577,500",1.75,"1,698",01/31/2000,700,Seattle,,3
20002108,S,RESI,2523 35th Ave W,WA,"$360,000",2.0,"3,060",02/02/2000,700,Seattle,,4
20001720,S,RESI,2585 4th Ave W,WA,"$381,000",1.0,"2,350",02/04/2000,700,Seattle,,2
20000556,S,RESI,2110 9th Ave W,WA,"$625,000",3.25,"2,730",02/09/2000,700,Seattle,,3
20002888,S,RESI,1208 W Bothwell St,WA,"$439,000",1.75,"2,260",02/11/2000,700,Seattle,,3
20000605,S,RESI,3009 13th W,WA,"$277,000",2.0,"2,120",02/11/2000,700,Seattle,,3
20000844,S,COND,2221 Gilman Dr W #404,WA,"$222,500",2.0,"1,203",02/12/2000,700,Seattle,,2
20003200,S,COND,1504 Aurora Ave N #111,WA,"$184,900",2.0,825,02/14/2000,700,Seattle,,2
20004515,S,COND,420 Valley Street #410,WA,"$170,000",2.0,728,02/16/2000,700,Seattle,,2
20002088,S,COND,2858 32nd W #406,WA,"$198,500",2.0,"1,066",02/18/2000,700,Seattle,,2
20002127,S,COND,7 Harrison St #36,WA,"$63,000",1.0,465,02/18/2000,700,Seattle,,0
20004373,S,RESI,1309 W Newton,WA,"$329,928",3.5,"2,460",02/19/2000,700,Seattle,,3
20006683,S,COND,160 Lee Street #108,WA,"$115,500",1.0,585,02/20/2000,700,Seattle,,1
20004571,S,RESI,1708 Bigelow Ave N,WA,"$575,000",1.5,"2,890",02/22/2000,700,Seattle,,3
20009433,S,RESI,2646 Bishop W,WA,"$319,000",1.75,"2,480",02/24/2000,700,Seattle,,3
20005686,S,COND,520 2nd Ave W #202,WA,"$155,500",1.0,620,02/24/2000,700,Seattle,,1
20013482,S,RESI,3021 24th Ave W,WA,"$380,000",1.0,"1,824",02/25/2000,700,Seattle,,2
20006836,S,RESI,2704 W Barrett,WA,"$367,000",1.75,"2,520",02/25/2000,700,Seattle,,4
20006833,S,COND,2544 15th Ave W,WA,"$140,000",1.0,710,02/25/2000,700,Seattle,,2
20006829,S,RESI,2544 15th Ave W,WA,"$140,000",1.0,710,02/25/2000,700,Seattle,,2
20005991,S,RESI,2603 2nd Ave N,WA,"$440,000",1.5,"3,100",02/28/2000,700,Seattle,,3
20001965,S,COND,2470 Dexter Ave N #202,WA,"$300,000",2.0,"1,360",02/28/2000,700,Seattle,,2
20013793,S,RESI,2527 2nd Ave W,WA,"$266,000",1.0,"2,190",02/28/2000,700,Seattle,,2
20007336,S,COND,2510 W Manor #214,WA,"$166,000",1.75,"1,185",02/28/2000,700,Seattle,,2
20005100,S,COND,1404 West Boston St #202,WA,"$130,000",1.0,762,02/28/2000,700,Seattle,,1
20005191,S,RESI,309 Wheeler St,WA,"$490,000",2.0,"2,770",02/29/2000,700,Seattle,,4
20002536,S,RESI,920 4th Ave N,WA,"$480,000",2.0,"2,472",02/29/2000,700,Seattle,,3
20000454,S,RESI,3249 31st Ave W,WA,"$389,000",3.75,"3,433",02/29/2000,700,Seattle,,3
20001726,S,RESI,4051 34th Ave W,WA,"$265,000",2.25,"2,262",03/01/2000,700,Seattle,,3
20012841,S,COND,2101 Westlake Ave N #401,WA,"$322,000",2.0,"1,248",03/02/2000,700,Seattle,,2
20004536,S,COND,150 Valley ##401,WA,"$186,500",1.0,648,03/02/2000,700,Seattle,,1
20015117,S,COND,2450 Dexter Ave N #301,WA,"$138,950",1.0,628,03/02/2000,700,Seattle,,1
20000087,S,RESI,4000 W Dravus Street,WA,"$565,000",2.75,"2,810",03/03/2000,700,Seattle,,2
20008528,S,RESI,2908 11th Ave W,WA,"$524,950",1.75,"2,750",03/03/2000,700,Seattle,,3
20012082,S,RESI,1833 1st Ave N,WA,"$470,000",1.75,"2,610",03/03/2000,700,Seattle,,4
20000914,S,COND,21 W Comstock #103,WA,"$415,000",2.25,"1,618",03/03/2000,700,Seattle,,2
