#,MLS,Stat,Type,Address,State,List/Sell $,Bths,SF,Stat Date,Area,City,CDOM,Bds
57,29111290,S,RESI,2843 22nd Ave W,WA,"$439,000",2.75,"2,500",05/26/2010,700,Seattle,231.0,4
58,29582,S,COND,550 Aloha St #103,WA,"$245,000",1.0,749,05/26/2010,700,Seattle,101.0,1
59,21024,S,RESI,2115 Condon Wy W,WA,"$635,000",1.5,"3,200",05/26/2010,700,Seattle,239.0,3
60,29125353,S,COND,100 Ward St #801,WA,"$625,000",1.75,"1,300",05/26/2010,700,Seattle,391.0,2
61,34867,S,COND,907 Warren Ave N,WA,"$755,000",1.75,"1,740",05/27/2010,700,Seattle,14.0,3
62,42064,S,COND,912 3rd Ave W #202,WA,"$305,000",1.5,850,05/27/2010,700,Seattle,24.0,2
63,63743,S,RESI,3414 Arapahoe Place W,WA,"$830,000",4.0,"3,300",05/27/2010,700,Seattle,8.0,3
65,13084,S,COND,699 John St #315,WA,"$297,500",1.5,846,05/28/2010,700,Seattle,42.0,1
66,27400,S,RESI,4316 36th Ave W #D,WA,"$345,000",1.5,"1,240",05/28/2010,700,Seattle,59.0,2
67,29131638,S,RESI,2564 7 Ave W,WA,"$635,000",2.0,"2,270",05/28/2010,700,Seattle,211.0,3
68,55522,S,COND,3710 26th Place W #309,WA,"$224,900",1.0,955,05/28/2010,700,Seattle,298.0,2
69,29141580,S,COND,124 Warren Ave N #102,WA,"$199,500",1.0,585,05/28/2010,700,Seattle,146.0,1
70,36860,S,COND,2200 Thorndyke Ave W #303,WA,"$227,990",1.0,568,06/01/2010,700,Seattle,50.0,1
71,19609,S,RESI,57 W Dravus St,WA,"$615,000",3.5,"2,556",06/01/2010,700,Seattle,84.0,3
72,16391,S,RESI,4047 34th Ave W,WA,"$405,000",2.0,"3,080",06/01/2010,700,Seattle,414.0,3
74,57970,S,RESI,2653 Thorndyke Ave W,WA,"$300,000",1.0,950,06/02/2010,700,Seattle,321.0,3
75,29084474,S,COND,125 Warren Ave N #F,WA,"$209,990",1.0,647,06/03/2010,700,Seattle,347.0,1
76,8685,S,COND,275 W Roy St #411,WA,"$260,000",1.0,665,06/03/2010,700,Seattle,104.0,1
77,1404,S,COND,123 John St #11,WA,"$169,990",1.0,477,06/03/2010,700,Seattle,605.0,1
78,1408,S,COND,125 Warren Ave N #N,WA,"$179,990",1.0,590,06/03/2010,700,Seattle,101.0,1
79,1421,S,COND,125 Warren Ave N #J,WA,"$218,000",1.0,650,06/03/2010,700,Seattle,128.0,1
80,29075729,S,COND,117 John St #2,WA,"$299,990",1.0,863,06/03/2010,700,Seattle,196.0,2
81,11997,S,RESI,1516 Taylor Ave N #C,WA,"$421,000",2.5,"1,600",06/03/2010,700,Seattle,88.0,3
84,53611,S,RESI,2570 W Viewmont Wy W,WA,"$715,000",2.0,"3,190",06/03/2010,700,Seattle,22.0,3
85,7383,S,RESI,4575 35th Ave W,WA,"$345,000",1.0,"1,090",06/04/2010,700,Seattle,235.0,3
86,3838,S,RESI,3711 29th Ave W,WA,"$335,000",1.75,"1,260",06/04/2010,700,Seattle,93.0,2
87,32507,S,COND,621 5th Ave N #409,WA,"$342,000",1.75,938,06/04/2010,700,Seattle,48.0,2
88,59542,S,RESI,2200 2nd Ave N #B,WA,"$618,000",3.0,"1,840",06/07/2010,700,Seattle,11.0,3
89,57623,S,RESI,3448 22nd Ave W #B,WA,"$435,000",3.25,"1,620",06/07/2010,700,Seattle,18.0,3
90,50483,S,COND,507 W Mercer St #104,WA,"$205,000",1.0,590,06/07/2010,700,Seattle,23.0,1
91,3852,S,RESI,2904 W Tilden St,WA,"$545,000",1.75,"2,530",06/07/2010,700,Seattle,112.0,4
92,48345,S,RESI,566 Ward St #B,WA,"$418,000",1.75,"1,315",06/08/2010,700,Seattle,15.0,1
93,59141,S,COND,500 Elliott Ave W #313,WA,"$113,450",1.0,561,06/08/2010,700,Seattle,129.0,1
94,56745,S,RESI,214 Boston St #B,WA,"$358,000",1.5,"1,170",06/08/2010,700,Seattle,1.0,1
95,24627,S,COND,1001 2nd Ave W #302,WA,"$340,000",1.0,977,06/08/2010,700,Seattle,146.0,1
96,56899,S,COND,920 5 Ave N #9,WA,"$270,000",1.5,"1,047",06/09/2010,700,Seattle,9.0,2
97,54907,S,COND,3420 25 Ave W #A,WA,"$390,000",1.75,"1,941",06/10/2010,700,Seattle,22.0,2
98,67266,S,COND,124 Warren Ave N #207,WA,"$190,000",1.0,564,06/10/2010,700,Seattle,,1
99,66880,S,RESI,3250 44th Ave W,WA,"$647,000",2.5,"3,180",06/10/2010,700,Seattle,7.0,3
10052038,S,RESI,3037,11th Ave W,WA,"$495,000",1.75,"1,790",06/11/2010,700,Seattle,22.0,4
10131430,S,RESI,1520,7th Ave W,WA,"$1,180,000",2.25,"3,420",06/11/2010,700,Seattle,83.0,4
10262500,S,RESI,3302,W Government Wy W #B,WA,"$359,950",2.25,"1,440",06/14/2010,700,Seattle,15.0,3
1035915,S,COND,530,4th Ave W #301,WA,"$330,000",1.75,"1,116",06/15/2010,700,Seattle,188.0,2
10460917,S,COND,722,Nob Hill Ave N #C,WA,"$435,000",3.0,"1,480",06/15/2010,700,Seattle,9.0,3
10527320,S,RESI,2322,Thorndyke Ave W,WA,"$371,000",3.0,"1,540",06/15/2010,700,Seattle,135.0,3
10629066840,S,COND,560,Ward Place,WA,"$310,000",1.75,991,06/16/2010,700,Seattle,150.0,2
10731413,S,RESI,418,W Lee St,WA,"$1,515,000",3.5,"5,050",06/16/2010,700,Seattle,207.0,5
10839353,S,COND,3150,W Government Wy #306,WA,"$292,000",1.75,983,06/16/2010,700,Seattle,49.0,2
10937856,S,RESI,1009,5th Ave W,WA,"$865,000",2.25,"2,230",06/17/2010,700,Seattle,164.0,3
11042910,S,RESI,2481,Perkins Lane W,WA,"$1,600,000",1.75,"2,520",06/18/2010,700,Seattle,50.0,2
11153622,S,RESI,1822,3rd Ave N,WA,"$835,000",3.0,"2,820",06/20/2010,700,Seattle,40.0,4
11229124194,S,RESI,3736,W Commodore Way,WA,"$1,350,000",2.75,"3,930",06/21/2010,700,Seattle,249.0,5
11439909,S,COND,520,2nd Ave W #205,WA,"$205,000",1.0,603,06/21/2010,700,Seattle,45.0,1
11542611,S,RESI,1734,Magnolia Wy W,WA,"$920,000",3.0,"2,790",06/21/2010,700,Seattle,31.0,4
11663336,S,RESI,444,Smith St,WA,"$1,385,000",2.5,"2,940",06/22/2010,700,Seattle,23.0,4
11728028,S,RESI,2205,Bigelow Ave N #10,WA,"$429,000",1.0,"1,010",06/22/2010,700,Seattle,62.0,2
11849803,S,COND,1216,1st Ave W #301,WA,"$575,000",1.75,"1,083",06/23/2010,700,Seattle,12.0,2
11951690,S,RESI,2681,Bishop Pl W,WA,"$760,000",3.0,"2,894",06/23/2010,700,Seattle,37.0,5
12049078,S,RESI,2420,8th Ave W,WA,"$720,000",2.0,"2,500",06/23/2010,700,Seattle,23.0,4
12159360,S,RESI,2409,Montavista Place W,WA,"$1,175,000",3.5,"4,070",06/23/2010,700,Seattle,19.0,4
12250023,S,RESI,3217,A 21st Ave W,WA,"$335,000",3.25,"1,260",06/23/2010,700,Seattle,29.0,4
12318076,S,COND,699,John St #311,WA,"$274,990",1.5,846,06/24/2010,700,Seattle,113.0,1
12418073,S,COND,699,John St #307,WA,"$279,990",1.5,846,06/24/2010,700,Seattle,110.0,1
12560821,S,RESI,2847,13th Ave W,WA,"$899,950",3.0,"3,940",06/24/2010,700,Seattle,4.0,5
12772620,S,RESI,2626,W Newton St,WA,"$360,000",1.0,"1,710",06/25/2010,700,Seattle,5.0,2
12844456,S,COND,2500,Dexter Ave N #A,WA,"$500,000",2.0,"1,950",06/25/2010,700,Seattle,38.0,3
12950360,S,RESI,3017,W Hayes St,WA,"$675,000",3.5,"3,200",06/25/2010,700,Seattle,39.0,3
13070285,S,RESI,309,Newton St,WA,"$685,000",1.5,"2,160",06/25/2010,700,Seattle,1.0,3
