#,MLS,Stat,Type,Address,State,List/Sell $,Bths,SF,Stat Date,Area,City,CDOM,Bds
1,1867441,S,COND,7 Highland Dr #403,WA,"$800,000",1.75,"1,106",01/05/2022,700,Seattle,8.0,2
2,1858224,S,COND,699 John St #704,WA,"$849,900",1.75,"1,096",01/05/2022,700,Seattle,22.0,2
3,1856982,S,COND,3420 15th Ave W #201,WA,"$325,000",1.0,627,01/05/2022,700,Seattle,5.0,1
4,1855429,S,RESI,1512 6th Ave W,WA,"$1,155,000",2.75,"2,120",01/06/2022,700,Seattle,53.0,4
5,1865783,S,COND,1001 Queen Anne Ave N #501,WA,"$582,000",1.0,"1,025",01/06/2022,700,Seattle,14.0,2
6,1837086,S,COND,160 Lee St #308,WA,"$425,000",1.0,585,01/07/2022,700,Seattle,85.0,1
7,1860710,S,RESI,1814 36th Ave W,WA,"$3,450,000",3.5,"4,170",01/07/2022,700,Seattle,5.0,4
8,1865035,S,COND,275 W Roy St #210,WA,"$425,000",1.0,598,01/07/2022,700,Seattle,23.0,1
9,1857472,S,COND,654 W Olympic Place #101,WA,"$435,000",1.0,"1,120",01/07/2022,700,Seattle,99.0,1
10,1865823,S,COND,3722 27th Place W #404,WA,"$317,000",1.0,734,01/07/2022,700,Seattle,6.0,1
11,1860139,S,RESI,1825 Taylor Ave N,WA,"$1,085,000",1.75,"1,360",01/08/2022,700,Seattle,35.0,2
12,1863698,S,COND,524 6th Ave W #308,WA,"$519,000",2.0,920,01/08/2022,700,Seattle,29.0,2
13,1876792,S-UL,RESI,116 W Florentia St #A,WA,"$980,000",2.5,"1,420",01/08/2022,700,Seattle,,3
14,1849616,S,COND,2253 Gilman Dr W #208,WA,"$558,000",1.75,"1,042",01/11/2022,700,Seattle,65.0,2
15,1787129,S,COND,4000 24th Ave W #101,WA,"$364,000",1.0,758,01/11/2022,700,Seattle,146.0,2
16,1877498,S-UL,RESI,116 Galer St,WA,"$1,200,000",0.0,"2,060",01/11/2022,700,Seattle,,0
17,1835739,S,RESI,1003 5th Ave N,WA,"$1,500,000",3.25,"2,330",01/11/2022,700,Seattle,91.0,3
18,1825836,S,COND,3710 25th Place W #302,WA,"$340,000",1.0,794,01/13/2022,700,Seattle,78.0,1
19,1861313,S,COND,810 Taylor Ave N #124,WA,"$399,950",1.0,689,01/13/2022,700,Seattle,31.0,1
20,1863058,S,RESI,4354 32nd Ave W,WA,"$790,000",2.25,"1,333",01/13/2022,700,Seattle,32.0,3
21,1872176,S,COND,401 9th Ave N #306,WA,"$510,000",1.0,815,01/14/2022,700,Seattle,2.0,1
22,1861733,S,COND,769 Hayes St #407,WA,"$556,500",1.75,736,01/14/2022,700,Seattle,6.0,2
23,1878751,S-UL,RESI,107 Lynn St,WA,"$870,000",0.0,"1,510",01/14/2022,700,Seattle,,0
24,1870678,S,COND,301 W Raye St #G210,WA,"$449,950",1.5,697,01/14/2022,700,Seattle,2.0,2
25,1869735,S,COND,29 Etruria St #408,WA,"$350,000",1.0,653,01/14/2022,700,Seattle,118.0,1
26,1839010,S,COND,655 Crockett St #A301,WA,"$710,000",1.75,985,01/14/2022,700,Seattle,70.0,2
27,1860538,S,COND,7 Highland Dr #301,WA,"$950,000",1.75,"1,190",01/14/2022,700,Seattle,55.0,3
28,1855948,S,COND,720 Queen Anne Ave N #406,WA,"$689,900",1.5,"1,136",01/16/2022,700,Seattle,60.0,2
29,1869524,S,RESI,3644 24th Ave W,WA,"$855,000",1.0,"2,000",01/16/2022,700,Seattle,7.0,3
30,1871793,S,COND,2000 W Barrett #107,WA,"$530,000",2.0,"1,094",01/18/2022,700,Seattle,5.0,2
31,1817499,S,COND,519 W Roy St #217,WA,"$300,000",1.0,518,01/18/2022,700,Seattle,14.0,0
32,1752584,S,RESI,1518 C 5th Ave N,WA,"$1,499,900",2.25,"1,996",01/18/2022,700,Seattle,,3
33,1800986,S,COND,507 W Mercer St #603,WA,"$525,000",1.5,917,01/18/2022,700,Seattle,150.0,2
34,1789090,S,COND,1011 5th Ave N #204,WA,"$388,000",1.0,878,01/18/2022,700,Seattle,183.0,1
35,1865467,S,COND,1001 W Howe St #A2,WA,"$450,000",1.75,995,01/18/2022,700,Seattle,6.0,2
37,1868224,S,COND,2425 33rd Ave W #403,WA,"$1,400,000",2.0,"1,825",01/19/2022,700,Seattle,6.0,3
38,1858945,S,COND,301 W Raye St #202,WA,"$439,950",1.5,699,01/19/2022,700,Seattle,40.0,2
39,1879979,S-UL,RESI,2490 Dexter Ave N,WA,"$1,200,000",0.0,"2,120",01/19/2022,700,Seattle,,0
40,1870424,S,RESI,3026 11th Ave W,WA,"$1,307,000",1.5,"2,030",01/19/2022,700,Seattle,7.0,2
41,1859194,S,COND,1001 Queen Anne Ave N #201,WA,"$490,000",1.0,"1,025",01/19/2022,700,Seattle,31.0,2
42,1850418,S,RESI,712 D W Bertona St,WA,"$770,000",2.0,"1,013",01/20/2022,700,Seattle,74.0,2
43,1867685,S,RESI,1205 10th Ave W,WA,"$795,000",1.0,"1,210",01/20/2022,700,Seattle,22.0,1
44,1872861,S,COND,2401 8th Ave N #102,WA,"$559,000",1.0,767,01/21/2022,700,Seattle,6.0,1
45,1872239,S,COND,3416 21st Ave W #3,WA,"$413,000",1.0,839,01/22/2022,700,Seattle,5.0,2
46,1868627,S,COND,612 Prospect St #404,WA,"$395,000",1.0,670,01/22/2022,700,Seattle,19.0,1
47,1866964,S,RESI,4459 Brygger Dr W,WA,"$735,000",1.0,913,01/24/2022,700,Seattle,15.0,2
48,1866982,S,COND,612 Prospect St #402,WA,"$385,000",1.0,679,01/25/2022,700,Seattle,32.0,1
49,1872963,S,COND,29 Etruria St #308,WA,"$375,000",0.0,667,01/25/2022,700,Seattle,2.0,1
50,1868311,S,COND,519 W Roy St #309,WA,"$300,000",1.0,465,01/26/2022,700,Seattle,132.0,0
51,1857229,S,COND,123 Queen Anne Ave N #209,WA,"$255,000",1.0,458,01/26/2022,700,Seattle,52.0,0
52,1837650,S,COND,17 W Mercer St #207,WA,"$380,000",1.0,820,01/27/2022,700,Seattle,115.0,1
53,1875325,S,COND,1909 10th Ave W #303,WA,"$425,000",1.0,667,01/28/2022,700,Seattle,4.0,1
54,1875834,S,COND,620 W Mercer Place #3A,WA,"$1,100,000",2.0,"1,786",01/28/2022,700,Seattle,5.0,3
55,1870738,S,RESI,3617 36th Ave W,WA,"$649,950",1.0,770,01/29/2022,700,Seattle,6.0,2
56,1875750,S,COND,3505 W Government Wy #203,WA,"$513,000",1.75,970,01/31/2022,700,Seattle,4.0,2
57,1862063,S,RESI,3236 14th Ave W #C,WA,"$939,950",1.75,"1,437",01/31/2022,700,Seattle,29.0,3
58,1863018,S,RESI,3451 9th Ave W,WA,"$1,250,000",3.0,"1,801",02/01/2022,700,Seattle,53.0,3
59,1869209,S,RESI,3843 26th Ave W,WA,"$2,098,888",3.0,"2,770",02/01/2022,700,Seattle,11.0,4
60,1876291,S,COND,275 W Roy St #103,WA,"$450,000",1.0,682,02/01/2022,700,Seattle,4.0,1
61,1884804,S-UL,COND,2040 Waverly Place N #201,WA,"$870,000",2.0,"1,098",02/02/2022,700,Seattle,,2
62,1873871,S,COND,401 9th Ave N #517,WA,"$480,000",1.0,638,02/02/2022,700,Seattle,2.0,1
63,1871673,S,RESI,3501 W Howe St,WA,"$1,740,000",1.75,"3,140",02/03/2022,700,Seattle,24.0,3
64,1867305,S,RESI,2818 W Galer St,WA,"$2,988,000",3.75,"3,036",02/03/2022,700,Seattle,8.0,5
65,1874640,S,RESI,1931 13th Ave W,WA,"$1,312,000",2.5,"1,810",02/03/2022,700,Seattle,6.0,3
66,1865858,S,COND,2253 Gilman Dr W #310,WA,"$510,000",1.75,"1,046",02/03/2022,700,Seattle,53.0,2
67,1885882,S-UL,COND,900 Warren Ave N #104,WA,"$700,000",2.0,"1,207",02/04/2022,700,Seattle,,2
68,1859054,S,COND,500 Elliott Avenue W #408,WA,"$407,500",1.0,624,02/04/2022,700,Seattle,31.0,1
69,1834913,S,RESI,908 W Emerson St,WA,"$1,300,000",2.0,"2,070",02/04/2022,700,Seattle,102.0,8
70,1858742,S,RESI,1818 Amherst Place W,WA,"$1,650,000",1.75,"2,300",02/04/2022,700,Seattle,65.0,3
71,1856916,S,COND,117 John St #1,WA,"$575,000",1.0,855,02/04/2022,700,Seattle,61.0,2
72,1822577,S,COND,720 Queen Anne Ave N #604,WA,"$620,000",1.75,981,02/05/2022,700,Seattle,142.0,1
73,1879647,S,RESI,2425 W Crockett St,WA,"$2,600,000",3.25,"3,356",02/05/2022,700,Seattle,2.0,4
74,1792374,S,COND,701 1st Ave N #202,WA,"$440,000",1.0,738,02/07/2022,700,Seattle,202.0,1
75,1876794,S,COND,3121 W Government Wy #206,WA,"$460,000",1.0,584,02/07/2022,700,Seattle,3.0,1
76,1812718,S,RESI,1624 8th Ave W,WA,"$3,395,000",4.25,"4,390",02/07/2022,700,Seattle,151.0,4
77,1886700,S-UL,RESI,906 W Emerson St,WA,"$1,300,000",2.0,"2,070",02/07/2022,700,Seattle,,8
78,1886708,S-UL,RESI,910 W Emerson St,WA,"$1,300,000",2.0,"2,070",02/07/2022,700,Seattle,,8
79,1877696,S,COND,160 Lee St #105,WA,"$330,000",1.0,539,02/07/2022,700,Seattle,4.0,1
80,1887779,S-UL,RESI,2911 28th Ave W,WA,"$1,630,000",2.5,"2,520",02/09/2022,700,Seattle,,3
81,1725208,S,COND,701 1st Ave N #403,WA,"$463,000",1.0,738,02/09/2022,700,Seattle,343.0,1
82,1878202,S,COND,2312 W Boston St #201,WA,"$579,990",2.0,"1,048",02/10/2022,700,Seattle,12.0,2
83,1876795,S,RESI,1903 9th Ave W,WA,"$1,466,000",2.5,"2,540",02/10/2022,700,Seattle,6.0,3
84,1860275,S,COND,2572 14th Ave W #203,WA,"$515,000",2.0,"1,257",02/10/2022,700,Seattle,68.0,2
85,1866280,S,COND,1312 6th Ave N #6,WA,"$310,000",1.0,465,02/11/2022,700,Seattle,24.0,1
86,1852907,S,COND,511 Ward St #4,WA,"$490,000",1.5,914,02/11/2022,700,Seattle,81.0,1
87,1869150,S,COND,505 W Mercer Place #400,WA,"$2,375,000",2.5,"2,429",02/12/2022,700,Seattle,36.0,2
88,1877878,S,RESI,4408 30th Ave W,WA,"$1,162,000",1.75,"1,820",02/14/2022,700,Seattle,7.0,2
89,1793619,S,RESI,300 Ward St,WA,"$5,500,000",3.25,"6,990",02/14/2022,700,Seattle,535.0,4
90,1876104,S,COND,666 W Olympic Place #201,WA,"$735,000",2.0,"1,300",02/14/2022,700,Seattle,7.0,2
91,1875319,S,COND,2219 14th Ave W #304,WA,"$364,000",1.0,735,02/14/2022,700,Seattle,3.0,1
92,1876768,S,RESI,2432 Dexter Ave N #200,WA,"$601,000",1.0,827,02/14/2022,700,Seattle,2.0,2
93,1879030,S,COND,3045 20th Ave W #209,WA,"$320,000",1.0,584,02/15/2022,700,Seattle,3.0,1
94,1879261,S,COND,2626 4th Ave N #204,WA,"$612,500",1.75,"1,096",02/15/2022,700,Seattle,8.0,2
95,1870414,S,COND,550 ALOHA St #407,WA,"$399,988",1.0,685,02/15/2022,700,Seattle,171.0,1
96,1878905,S,RESI,2647 22nd Ave W #A,WA,"$935,000",2.5,"1,415",02/15/2022,700,Seattle,6.0,3
97,1871407,S,RESI,3238 14th Ave W #B,WA,"$1,059,950",2.25,"1,779",02/15/2022,700,Seattle,2.0,3
98,1876360,S,RESI,664 W Emerson St #B,WA,"$733,500",1.0,930,02/15/2022,700,Seattle,6.0,2
