Metric:,Months Supply of Inventory (Closed)
Time Calculation:,Rolling 3 Months
Data from:,7/2/2024
Segments:,700 - Queen Anne/Magnolia,701 - Belltown/Downtown Seattle,705 - Ballard/Greenlake,710 - North Seattle

Filters
700 - Queen Anne/Magnolia:,""
701 - Belltown/Downtown Seattle:,""
705 - Ballard/Greenlake:,""
710 - North Seattle:,""


Date,"700 - Queen Anne/Magnolia","701 - Belltown/Downtown Seattle","705 - Ballard/Greenlake","710 - North Seattle",
January 2009,8.5,10.3,4.4,4.6,
February 2009,8.9,10.9,4.3,4.8,
March 2009,9.9,12.0,4.7,5.3,
April 2009,10.7,13.3,5.1,5.8,
May 2009,11.4,14.5,5.3,5.9,
June 2009,11.6,15.8,5.4,5.8,
July 2009,11.7,16.5,5.5,5.7,
August 2009,11.4,17.2,5.6,5.7,
September 2009,11.3,17.7,5.6,5.7,
October 2009,10.9,17.8,5.4,5.6,
November 2009,10.0,17.0,4.8,5.0,
December 2009,8.5,15.3,4.1,4.2,
January 2010,7.4,15.0,3.6,3.8,
February 2010,7.1,15.2,3.7,3.9,
March 2010,7.5,15.9,4.3,4.4,
April 2010,8.0,15.4,4.7,4.7,
May 2010,8.3,13.7,4.9,4.7,
June 2010,8.4,12.0,4.9,4.6,
July 2010,8.2,10.6,5.0,4.8,
August 2010,8.2,10.3,5.3,5.2,
September 2010,8.2,10.1,5.4,5.6,
October 2010,8.0,9.9,5.4,5.7,
November 2010,7.6,9.5,5.1,5.5,
December 2010,6.9,9.0,4.5,5.0,
January 2011,6.4,8.3,4.0,4.6,
February 2011,6.0,7.9,3.7,4.3,
March 2011,5.9,8.2,3.7,4.3,
April 2011,6.2,8.7,4.0,4.6,
May 2011,6.4,9.1,4.1,5.0,
June 2011,6.7,9.3,4.3,5.4,
July 2011,6.9,9.1,4.3,5.4,
August 2011,6.8,8.7,4.2,5.1,
September 2011,6.6,7.9,4.2,4.9,
October 2011,6.4,7.1,4.2,4.5,
November 2011,6.1,6.4,4.0,4.3,
December 2011,5.6,5.6,3.5,3.8,
January 2012,5.1,5.1,3.1,3.3,
February 2012,4.8,4.8,2.8,3.0,
March 2012,4.8,4.8,2.7,2.8,
April 2012,4.8,4.8,2.7,2.8,
May 2012,4.7,4.5,2.7,2.9,
June 2012,4.4,4.3,2.7,2.9,
July 2012,4.2,4.1,2.7,2.9,
August 2012,4.0,4.1,2.6,2.8,
September 2012,3.9,4.0,2.4,2.8,
October 2012,3.6,3.7,2.2,2.6,
November 2012,3.3,3.3,1.9,2.3,
December 2012,2.8,2.9,1.6,1.9,
January 2013,2.5,2.7,1.3,1.6,
February 2013,2.4,2.6,1.1,1.5,
March 2013,2.4,2.4,1.2,1.4,
April 2013,2.5,2.5,1.3,1.4,
May 2013,2.6,2.9,1.5,1.5,
June 2013,2.7,3.3,1.7,1.7,
July 2013,2.8,3.5,1.8,1.8,
August 2013,2.8,3.5,1.8,1.9,
September 2013,2.9,3.4,1.8,1.9,
October 2013,2.9,3.5,1.8,1.9,
November 2013,2.6,3.4,1.6,1.7,
December 2013,2.2,3.2,1.3,1.4,
January 2014,1.9,2.9,1.1,1.2,
February 2014,1.7,2.9,1.0,1.1,
March 2014,1.7,3.0,1.0,1.1,
April 2014,1.7,3.1,1.0,1.1,
May 2014,1.8,3.1,1.1,1.2,
June 2014,1.9,3.2,1.3,1.3,
July 2014,2.0,3.4,1.5,1.5,
August 2014,2.0,3.5,1.6,1.6,
September 2014,2.1,3.4,1.7,1.8,
October 2014,2.1,3.2,1.6,1.8,
November 2014,2.0,2.9,1.4,1.7,
December 2014,1.6,2.5,1.2,1.3,
January 2015,1.3,2.4,1.0,1.0,
February 2015,1.2,2.4,0.8,0.9,
March 2015,1.3,2.6,0.8,0.9,
April 2015,1.3,2.7,0.9,0.9,
May 2015,1.3,2.7,1.0,1.0,
June 2015,1.4,2.5,1.0,1.0,
July 2015,1.3,2.1,1.0,1.1,
August 2015,1.3,1.9,1.0,1.1,
September 2015,1.4,1.9,1.0,1.1,
October 2015,1.4,2.0,0.9,1.1,
November 2015,1.3,2.1,0.8,0.9,
December 2015,1.1,1.8,0.6,0.7,
January 2016,0.9,1.5,0.5,0.5,
February 2016,0.9,1.3,0.5,0.5,
March 2016,1.1,1.3,0.6,0.6,
April 2016,1.2,1.3,0.6,0.8,
May 2016,1.3,1.4,0.7,0.8,
June 2016,1.4,1.4,0.7,0.8,
July 2016,1.5,1.3,0.8,0.8,
August 2016,1.5,1.2,0.8,0.9,
September 2016,1.6,1.2,0.9,1.1,
October 2016,1.5,1.1,0.8,1.1,
November 2016,1.3,1.0,0.8,1.0,
December 2016,1.0,0.8,0.6,0.7,
January 2017,0.8,0.7,0.4,0.5,
February 2017,0.8,0.6,0.4,0.4,
March 2017,0.9,0.7,0.4,0.5,
April 2017,1.0,0.8,0.4,0.5,
May 2017,1.0,0.9,0.5,0.6,
June 2017,1.1,0.9,0.5,0.7,
July 2017,1.0,1.1,0.6,0.7,
August 2017,1.0,1.2,0.6,0.7,
September 2017,1.1,1.4,0.7,0.8,
October 2017,1.2,1.5,0.6,0.9,
November 2017,1.2,1.5,0.6,0.8,
December 2017,0.9,1.4,0.4,0.6,
January 2018,0.7,1.3,0.3,0.5,
February 2018,0.6,1.4,0.3,0.5,
March 2018,0.7,1.7,0.4,0.6,
April 2018,0.9,2.0,0.5,0.7,
May 2018,1.1,2.4,0.7,0.8,
June 2018,1.3,3.0,1.0,1.0,
July 2018,1.6,3.3,1.2,1.2,
August 2018,2.0,3.5,1.4,1.4,
September 2018,2.5,3.5,1.7,1.6,
October 2018,2.8,4.0,1.9,1.8,
November 2018,2.9,4.3,2.0,1.9,
December 2018,2.6,4.2,1.7,1.6,
January 2019,2.4,3.7,1.5,1.3,
February 2019,2.3,3.5,1.3,1.1,
March 2019,2.5,4.1,1.4,1.2,
April 2019,2.6,4.8,1.6,1.5,
May 2019,3.0,5.7,1.9,1.9,
June 2019,3.3,6.2,2.2,2.3,
July 2019,3.5,6.3,2.3,2.5,
August 2019,3.1,6.1,2.2,2.5,
September 2019,2.9,5.8,2.2,2.5,
October 2019,2.7,5.9,2.2,2.4,
November 2019,2.4,5.6,2.0,2.1,
December 2019,1.9,4.9,1.5,1.5,
January 2020,1.4,4.0,1.0,1.1,
February 2020,1.2,3.7,0.9,0.9,
March 2020,1.4,3.9,0.9,1.0,
April 2020,1.6,4.3,1.1,1.2,
May 2020,1.9,4.9,1.2,1.3,
June 2020,2.1,5.8,1.4,1.4,
July 2020,2.5,7.0,1.5,1.4,
August 2020,2.8,8.5,1.6,1.5,
September 2020,3.1,9.3,1.7,1.7,
October 2020,3.3,9.6,1.7,1.8,
November 2020,3.2,8.9,1.6,1.7,
December 2020,2.7,7.7,1.2,1.5,
January 2021,2.2,6.6,1.0,1.1,
February 2021,1.7,5.9,0.8,0.9,
March 2021,1.5,5.5,0.8,0.8,
April 2021,1.4,5.1,0.8,0.8,
May 2021,1.4,4.5,0.8,0.9,
June 2021,1.4,3.9,0.8,0.9,
July 2021,1.4,3.7,0.9,0.9,
August 2021,1.4,3.6,0.9,0.9,
September 2021,1.3,3.4,0.9,1.0,
October 2021,1.1,3.1,0.9,0.9,
November 2021,1.0,2.8,0.7,0.8,
December 2021,0.8,2.4,0.5,0.5,
January 2022,0.6,1.9,0.4,0.4,
February 2022,0.5,1.7,0.3,0.4,
March 2022,0.5,1.9,0.4,0.4,
April 2022,0.7,2.1,0.5,0.5,
May 2022,0.9,2.4,0.6,0.7,
June 2022,1.4,2.9,0.9,0.9,
July 2022,1.7,3.3,1.1,1.1,
August 2022,2.0,3.5,1.3,1.3,
September 2022,2.2,3.6,1.4,1.5,
October 2022,2.3,3.6,1.5,1.5,
November 2022,2.3,3.7,1.6,1.6,
December 2022,1.9,3.5,1.3,1.4,
January 2023,1.6,3.2,1.1,1.1,
February 2023,1.4,3.1,0.9,0.9,
March 2023,1.4,3.4,1.0,1.0,
April 2023,1.5,3.7,1.0,1.2,
May 2023,1.7,4.2,1.2,1.2,
June 2023,2.0,4.6,1.4,1.3,
July 2023,2.2,5.0,1.5,1.5,
August 2023,2.3,5.1,1.6,1.6,
September 2023,2.5,5.3,1.7,1.7,
October 2023,2.6,5.6,1.8,1.7,
November 2023,2.7,5.5,1.8,1.6,
December 2023,2.4,4.9,1.5,1.3,
January 2024,2.0,4.3,1.3,1.2,
February 2024,1.8,4.2,1.2,1.2,
March 2024,1.9,4.5,1.2,1.5,
April 2024,2.4,5.1,1.4,1.7,
May 2024,2.8,6.0,1.8,2.0,
June 2024,3.4,7.0,2.1,2.3,


"All data from Northwest Multiple Listing Service®. InfoSparks © 2024 ShowingTime."


